Character,Image_URL
Galactus,https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/Galactus_%282018%29.jpg/220px-Galactus_%282018%29.jpg
Gambit,None
Gamora,https://upload.wikimedia.org/wikipedia/en/thumb/0/08/Gamora-cover.jpg/220px-Gamora-cover.jpg
Garbage Man,https://static.wikia.nocookie.net/marvel_dc/images/b/b6/Richard_Morse_01.jpg/revision/latest/scale-to-width-down/350?cb=20110207173832
Gary Bell,None
General Zod,https://static.wikia.nocookie.net/marvel_dc/images/f/f6/Suicide_Squad_Vol_5_18_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20170528201017
Genesis,https://static.wikia.nocookie.net/marvel_dc/images/a/a6/Genesis_Preacher_001.png/revision/latest?cb=20120201163948
Ghost Rider,https://upload.wikimedia.org/wikipedia/en/thumb/6/6e/Ghost_Rider_first_issue_cover.png/220px-Ghost_Rider_first_issue_cover.png
Ghost Rider II,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/Ghost_Rider_2_Poster.jpg/220px-Ghost_Rider_2_Poster.jpg
Giganta,https://static.wikia.nocookie.net/marvel_dc/images/f/f6/Giganta_Prime_Earth_0003.png/revision/latest/scale-to-width-down/350?cb=20231209113047
Gladiator,None
Goblin Queen,https://upload.wikimedia.org/wikipedia/en/thumb/9/91/Goblin_Queen_%28Madelyne_Pryor%29.png/220px-Goblin_Queen_%28Madelyne_Pryor%29.png
Godzilla,https://static.wikia.nocookie.net/marvel_dc/images/e/e3/Justice_League_vs._Godzilla_vs._Kong_Vol_1_1.jpg/revision/latest/scale-to-width-down/325?cb=20231017113749
Gog,https://static.wikia.nocookie.net/marvel_dc/images/7/79/Gog_-_Thy_Kingdom_Come.jpg/revision/latest/scale-to-width-down/330?cb=20200520095412
Goku,https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/GokumangaToriyama.png/220px-GokumangaToriyama.png
Goliath IV,None
Gorilla Grodd,https://static.wikia.nocookie.net/marvel_dc/images/d/d6/The_Flash_Vol_5_40_Textless_Variant.jpg/revision/latest/scale-to-width-down/329?cb=20180214161825
Granny Goodness,https://static.wikia.nocookie.net/marvel_dc/images/1/1b/The_Flash_Vol_1_799_Textless.jpg/revision/latest/scale-to-width-down/350?cb=20230516172123
Gravity,None
Greedo,https://upload.wikimedia.org/wikipedia/en/thumb/d/d0/GreedoStarWars.jpg/220px-GreedoStarWars.jpg
Green Arrow,https://static.wikia.nocookie.net/marvel_dc/images/4/45/Oliver_Queen_Prime_Earth_11.jpg/revision/latest/scale-to-width-down/325?cb=20231213010033
Green Goblin,https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/Green_Goblin_Comic_Art_by_Luke_Ross.webp/220px-Green_Goblin_Comic_Art_by_Luke_Ross.webp.png
Green Goblin II,https://upload.wikimedia.org/wikipedia/en/thumb/1/17/Harry_Osborn.png/220px-Harry_Osborn.png
Green Goblin III,https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/Green_Goblin_Comic_Art_by_Luke_Ross.webp/220px-Green_Goblin_Comic_Art_by_Luke_Ross.webp.png
Green Goblin IV,https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/Green_Goblin_Comic_Art_by_Luke_Ross.webp/220px-Green_Goblin_Comic_Art_by_Luke_Ross.webp.png
Groot,https://upload.wikimedia.org/wikipedia/en/thumb/1/17/I_am_Groot_vol_1.jpeg/220px-I_am_Groot_vol_1.jpeg
Guy Gardner,https://static.wikia.nocookie.net/marvel_dc/images/5/5a/Guy_Gardner_Prime_Earth_001.jpg/revision/latest/scale-to-width-down/325?cb=20130511011521
Hal Jordan,https://static.wikia.nocookie.net/marvel_dc/images/b/b6/The_Green_Lantern_Season_Two_Vol_1_12_Textless_Variant.jpg/revision/latest/scale-to-width-down/329?cb=20210307001056
Han Solo,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Han_Solo_depicted_in_promotional_image_for_Star_Wars_%281977%29.jpg/220px-Han_Solo_depicted_in_promotional_image_for_Star_Wars_%281977%29.jpg
Hancock,None
Harley Quinn,https://static.wikia.nocookie.net/marvel_dc/images/c/c1/Harley_Quinn_Vol_4_2_Textless_Variant.jpg/revision/latest/scale-to-width-down/324?cb=20210428160453
Harry Potter,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Harry_Potter_wordmark.svg/220px-Harry_Potter_wordmark.svg.png
Havok,None
Hawk,https://static.wikia.nocookie.net/marvel_dc/images/d/d7/Hawk_and_Dove_Vol_5_5_Textless.jpg/revision/latest/scale-to-width-down/333?cb=20131115224821
Hawkeye,https://static.wikia.nocookie.net/marvel_dc/images/9/97/Original_LEG.jpg/revision/latest/scale-to-width-down/350?cb=20141122145511
Hawkeye II,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Hawkeye_Vol_5_1.jpg/220px-Hawkeye_Vol_5_1.jpg
Hawkgirl,https://static.wikia.nocookie.net/marvel_dc/images/c/cb/Justice_League_vs._the_Legion_of_Super-Heroes_Vol_1_2_Textless_Variant.jpg/revision/latest/scale-to-width-down/329?cb=20220308135407
Hawkman,https://static.wikia.nocookie.net/marvel_dc/images/7/73/Hawkman_Vol_5_15_Textless_Variant.jpg/revision/latest/scale-to-width-down/329?cb=20190815173833
Heat Wave,https://static.wikia.nocookie.net/marvel_dc/images/4/44/Heat_Wave_Prime_Earth_0001.png/revision/latest/scale-to-width-down/350?cb=20231016213131
Hela,None
Hellboy,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Hellboy_The_Wolves_of_St_August.jpg/220px-Hellboy_The_Wolves_of_St_August.jpg
Hellcat,None
Hellgramite,None
Hellstorm,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Daimon_Hellstrom.webp/187px-Daimon_Hellstrom.webp.png
Hercules,https://static.wikia.nocookie.net/marvel_dc/images/7/7b/Hercules_%28Prime_Earth%29_0002.jpg/revision/latest/scale-to-width-down/327?cb=20170927181622
Hiro Nakamura,None
Hit-Girl,https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Hit-Girl_in_Rome_cover.jpg/220px-Hit-Girl_in_Rome_cover.jpg
Hobgoblin,None
Hollow,None
Hope Summers,https://upload.wikimedia.org/wikipedia/en/3/35/Hope_Summers_in_The_Andy_Griffith_Show_1966.jpg
Hulk,https://upload.wikimedia.org/wikipedia/en/thumb/a/aa/Hulk_%28circa_2019%29.png/220px-Hulk_%28circa_2019%29.png
Human Torch,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Human_Torch_%28Johnny_Storm%29.png/220px-Human_Torch_%28Johnny_Storm%29.png
Huntress,https://static.wikia.nocookie.net/marvel_dc/images/5/57/Batgirl_and_the_Birds_of_Prey_Vol_1_4_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20161112181619
Husk,None
Hybrid,https://static.wikia.nocookie.net/marvel_dc/images/0/0b/Hybrid_0001.jpg/revision/latest/scale-to-width-down/350?cb=20160608195306
Hydro-Man,https://upload.wikimedia.org/wikipedia/en/b/b9/Hydro-Man_%28Morris_%27Morrie%27_Bench%29.png
Hyperion,https://static.wikia.nocookie.net/marvel_dc/images/d/d4/Hyperion_001.jpg/revision/latest/scale-to-width-down/135?cb=20130327105550
Iceman,https://static.wikia.nocookie.net/marvel_dc/images/a/ad/Joe_Chill_Prime_Earth_0001.jpg/revision/latest/scale-to-width-down/350?cb=20150624102753
Impulse,https://static.wikia.nocookie.net/marvel_dc/images/e/e6/Bartholomew_Allen_II_Prime_Earth_0001.jpg/revision/latest/scale-to-width-down/325?cb=20180712015708
Indiana Jones,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Indiana_Jones_logo.svg/250px-Indiana_Jones_logo.svg.png
Indigo,https://static.wikia.nocookie.net/marvel_dc/images/f/ff/Brainiac_8_Prime_Earth_001.jpg/revision/latest/scale-to-width-down/269?cb=20190803140034
Ink,https://static.wikia.nocookie.net/marvel_dc/images/f/f0/Lori_Morning_01.jpg/revision/latest/scale-to-width-down/191?cb=20090108192547
Invisible Woman,https://upload.wikimedia.org/wikipedia/en/thumb/e/e4/Invisible_Woman.png/220px-Invisible_Woman.png
Iron Fist,https://static.wikia.nocookie.net/marvel_dc/images/2/24/Iron_Fist_Quality_Universe_0001.jpg/revision/latest/scale-to-width-down/185?cb=20160516222811
Iron Man,https://static.wikia.nocookie.net/marvel_dc/images/6/67/Iron_Man.png/revision/latest/scale-to-width-down/185?cb=20110221223050
Iron Monger,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/IronMonger.jpg/230px-IronMonger.jpg
Isis,https://static.wikia.nocookie.net/marvel_dc/images/5/50/Isis_002.jpg/revision/latest/scale-to-width-down/324?cb=20150911151402
JJ Powell,None
Jack of Hearts,https://static.wikia.nocookie.net/marvel_dc/images/1/19/Royal_Flush_Gang_II_Prime_Earth_0002.JPG/revision/latest/scale-to-width-down/350?cb=20161028143300
Jack-Jack,None
James Bond,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Fleming007impression.jpg/250px-Fleming007impression.jpg
James T. Kirk,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/William_Shatner_Star_Trek.JPG/220px-William_Shatner_Star_Trek.JPG
Jar Jar Binks,https://upload.wikimedia.org/wikipedia/en/thumb/4/4b/Jjportrait.jpg/220px-Jjportrait.jpg
Jason Bourne,https://upload.wikimedia.org/wikipedia/en/thumb/6/60/Jason_bourne_infobox.jpg/220px-Jason_bourne_infobox.jpg
Jean Grey,https://upload.wikimedia.org/wikipedia/en/thumb/8/8c/Jean_Grey_%28Modern%29.webp/220px-Jean_Grey_%28Modern%29.webp.png
Jean-Luc Picard,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Patrick_Steward_as_Jean-Luc_Picard_in_1996%27s_Star_Trek_First_Contact.jpg/220px-Patrick_Steward_as_Jean-Luc_Picard_in_1996%27s_Star_Trek_First_Contact.jpg
Jennifer Kale,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Jennifer_Kale.jpg/220px-Jennifer_Kale.jpg
Jessica Cruz,https://static.wikia.nocookie.net/marvel_dc/images/d/db/Jessica_Cruz_Prime_Earth_0002.jpg/revision/latest/scale-to-width-down/325?cb=20160531050052
Jessica Jones,https://upload.wikimedia.org/wikipedia/en/thumb/6/6e/Jessica_Jones_by_Mike_Mayhew.jpg/220px-Jessica_Jones_by_Mike_Mayhew.jpg
Jim Powell,None
Johann Krauss,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/JohannKraus.jpg/140px-JohannKraus.jpg
John Constantine,https://static.wikia.nocookie.net/marvel_dc/images/a/a8/Constantine_Vol_1_1_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20130612164926
John Stewart,https://static.wikia.nocookie.net/marvel_dc/images/c/ce/Dark_Nights_Death_Metal_Vol_1_4_Textless_John_Stewart_Variant.jpg/revision/latest/scale-to-width-down/329?cb=20201013094420
John Wraith,https://upload.wikimedia.org/wikipedia/en/f/ff/Johnwraith.jpg
Joker,https://static.wikia.nocookie.net/marvel_dc/images/4/41/Batman_Vol_2_23.1_The_Joker_Textless.jpg/revision/latest/scale-to-width-down/321?cb=20130904201016
Jolt,https://static.wikia.nocookie.net/marvel_dc/images/1/18/Carlotta_Rivera_003.jpg/revision/latest/scale-to-width-down/84?cb=20090925152101
Jubilee,https://static.wikia.nocookie.net/marvel_dc/images/0/02/Sparrow_Amalgam_Universe_001.jpg/revision/latest?cb=20100114212855
Judge Dredd,https://static.wikia.nocookie.net/marvel_dc/images/e/e5/Judge_Dredd_Vol_1_1.jpg/revision/latest/scale-to-width-down/320?cb=20111211173059
Juggernaut,None
Junkpile,None
Justice,https://static.wikia.nocookie.net/marvel_dc/images/9/9b/Justice_Vol_1_1.jpg/revision/latest/scale-to-width-down/330?cb=20080504204822
K-2SO,https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Alan_Tudyk_as_K-2SO-Rogue_One_%282016%29.jpg/220px-Alan_Tudyk_as_K-2SO-Rogue_One_%282016%29.jpg
Kang,None
Karate Kid,https://static.wikia.nocookie.net/marvel_dc/images/8/81/Val_Armorr_Post-Rebirth_0001.jpg/revision/latest/scale-to-width-down/350?cb=20191207154702
Kathryn Janeway,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Janeway_Season7.jpg/220px-Janeway_Season7.jpg
Katniss Everdeen,https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/Katniss_Everdeen.jpg/350px-Katniss_Everdeen.jpg
Kevin 11,None
Kick-Ass,None
Kid Flash,https://static.wikia.nocookie.net/marvel_dc/images/8/85/Kid_Flash_Wally_West_Prime_Earth_0001.jpg/revision/latest/scale-to-width-down/325?cb=20160930033152
Killer Croc,https://static.wikia.nocookie.net/marvel_dc/images/a/af/Detective_Comics_Vol_1_1026_Textless_Variant.jpg/revision/latest/scale-to-width-down/328?cb=20210909183947
Killer Frost,https://static.wikia.nocookie.net/marvel_dc/images/7/77/Justice_League_of_America_Killer_Frost_Rebirth_Vol_1_1_Textless_Variant.jpg/revision/latest/scale-to-width-down/329?cb=20170129033443
Kilowog,https://static.wikia.nocookie.net/marvel_dc/images/7/7d/Green_Lantern_Corps_Vol_3_34_Textless_Variant.jpg/revision/latest/scale-to-width-down/323?cb=20140814195720
King Kong,https://static.wikia.nocookie.net/marvel_dc/images/e/e3/Justice_League_vs._Godzilla_vs._Kong_Vol_1_1.jpg/revision/latest/scale-to-width-down/325?cb=20231017113749
King Shark,https://static.wikia.nocookie.net/marvel_dc/images/4/44/Suicide_Squad_King_Shark_Vol_1_4_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20211222031827
Klaw,https://static.wikia.nocookie.net/marvel_dc/images/6/65/Valcan_005.jpg/revision/latest/scale-to-width-down/330?cb=20111015071923
Kool-Aid Man,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Kool-Aid_Man.png/245px-Kool-Aid_Man.png
Kraven II,None
Kraven the Hunter,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/Kraven_the_Hunter.png/220px-Kraven_the_Hunter.png
Krypto,https://static.wikia.nocookie.net/marvel_dc/images/b/bc/Supergirl_Vol_7_21_Textless_Variant.jpg/revision/latest/scale-to-width-down/329?cb=20180811024006
Kyle Rayner,https://static.wikia.nocookie.net/marvel_dc/images/6/60/Titans_United_Bloodpact_Vol_1_1_Textless_Hispanic_Heritage_Month_Variant.jpg/revision/latest/scale-to-width-down/329?cb=20221004002031
Kylo Ren,https://upload.wikimedia.org/wikipedia/en/thumb/3/34/Kylo_Ren.png/220px-Kylo_Ren.png
Lady Bullseye,https://upload.wikimedia.org/wikipedia/en/5/53/Lady_Bullseye.jpg
Lady Deathstrike,https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/LadyArtistsStrike.jpg/220px-LadyArtistsStrike.jpg
Lara Croft,https://upload.wikimedia.org/wikipedia/en/thumb/a/a8/LaraCroftInfobox.png/240px-LaraCroftInfobox.png
Leader,None
Leech,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Sucking_leech.jpg/220px-Sucking_leech.jpg
Legion,https://static.wikia.nocookie.net/marvel_dc/images/b/b1/LEGION_01.jpg/revision/latest/scale-to-width-down/329?cb=20090103004332
Leonardo,None
Lex Luthor,https://static.wikia.nocookie.net/marvel_dc/images/4/4e/Doomsday_Clock_Vol_1_2_Variant_Textless.jpg/revision/latest/scale-to-width-down/323?cb=20180104222951
Light Lass,https://static.wikia.nocookie.net/marvel_dc/images/f/f7/Ayla_Ranzz_Post-Rebirth_002.jpg/revision/latest/scale-to-width-down/309?cb=20230228013724
Lightning Lad,https://static.wikia.nocookie.net/marvel_dc/images/c/ce/Lightning_Lad_Post-Rebirth_001.jpg/revision/latest/scale-to-width-down/350?cb=20200113060345
Lightning Lord,https://static.wikia.nocookie.net/marvel_dc/images/1/19/Lightning_Lord_03.jpg/revision/latest/scale-to-width-down/350?cb=20091015065344
Little Epic,None
Living Brain,https://upload.wikimedia.org/wikipedia/en/thumb/0/0b/LivingBrainOriginal.png/220px-LivingBrainOriginal.png
Living Tribunal,https://upload.wikimedia.org/wikipedia/en/d/de/TLT2.png
Liz Sherman,None
Lizard,https://static.wikia.nocookie.net/marvel_dc/images/5/57/Lizard_Earth-Two_01.png/revision/latest?cb=20110627184918
Lobo,https://static.wikia.nocookie.net/marvel_dc/images/1/18/Lobo_II_Prime_Earth_001.jpg/revision/latest/scale-to-width-down/334?cb=20230911111519
Loki,https://static.wikia.nocookie.net/marvel_dc/images/4/44/Loki_New_Earth_005.jpg/revision/latest/scale-to-width-down/350?cb=20231108201632
Longshot,None
Lord Voldemort,https://upload.wikimedia.org/wikipedia/en/thumb/a/a3/Lordvoldemort.jpg/220px-Lordvoldemort.jpg
Luke Cage,https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/Luke_Cage_by_Stuart_Immonen.png/220px-Luke_Cage_by_Stuart_Immonen.png
Luke Campbell,None
Luke Skywalker,https://upload.wikimedia.org/wikipedia/en/thumb/b/b1/Luke_Skywalker_in_Return_of_the_Jedi_and_The_Last_Jedi.jpg/220px-Luke_Skywalker_in_Return_of_the_Jedi_and_The_Last_Jedi.jpg
Luna,https://static.wikia.nocookie.net/marvel_dc/images/7/7a/Superman_All-Star_Superman_021.jpg/revision/latest/scale-to-width-down/315?cb=20110325100544
Lyja,https://upload.wikimedia.org/wikipedia/en/thumb/8/88/Secret_Invasion_Fantastic_Four_2.jpg/250px-Secret_Invasion_Fantastic_Four_2.jpg
MODOK,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Modok.PNG/220px-Modok.PNG
Mach-IV,None
Machine Man,https://static.wikia.nocookie.net/marvel_dc/images/f/ff/Machine_Man_01.png/revision/latest?cb=20110628130228
Magneto,https://static.wikia.nocookie.net/marvel_dc/images/b/b1/Magneto_01.png/revision/latest?cb=20110628190721
Magog,https://static.wikia.nocookie.net/marvel_dc/images/5/59/David_Sikela_Earth_22_003.jpg/revision/latest/scale-to-width-down/350?cb=20221225104245
Magus,https://static.wikia.nocookie.net/marvel_dc/images/d/d2/Magus_Earth-One_0001.jpg/revision/latest/scale-to-width-down/79?cb=20180617140557
Man of Miracles,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Styx_-_Man_of_Miracles.jpg/220px-Styx_-_Man_of_Miracles.jpg
Man-Bat,https://static.wikia.nocookie.net/marvel_dc/images/a/a2/Man-Bat_Vol_4_1_Textless.jpg/revision/latest/scale-to-width-down/333?cb=20210131115128
Man-Thing,https://upload.wikimedia.org/wikipedia/en/thumb/9/9d/Man-Thing.jpg/220px-Man-Thing.jpg
Man-Wolf,https://upload.wikimedia.org/wikipedia/en/9/92/JohnJameson-Marvel.png
Mandarin,None
Mantis,https://static.wikia.nocookie.net/marvel_dc/images/8/82/Mantis_PE_01.jpg/revision/latest/scale-to-width-down/340?cb=20141228200636
Martian Manhunter,https://static.wikia.nocookie.net/marvel_dc/images/f/f4/Martian_Manhunter_Vol_5_12_Textless_Variant.jpg/revision/latest/scale-to-width-down/329?cb=20200206172818
Marvel Girl,None
Master Brood,None
Master Chief,None
Match,https://static.wikia.nocookie.net/marvel_dc/images/2/2f/Suicide_Squad_Vol_7_8_Textless_Variant.jpg/revision/latest/scale-to-width-down/325?cb=20211115174746
Matt Parkman,None
Maverick,None
Maxima,https://static.wikia.nocookie.net/marvel_dc/images/3/33/Maxima_Prime_Earth_0006.jpg/revision/latest/scale-to-width-down/218?cb=20150603152343
Maya Herrera,None
Medusa,https://static.wikia.nocookie.net/marvel_dc/images/c/c1/Nubia_and_the_Amazons_Vol_1_5_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20220301023720
Meltdown,https://static.wikia.nocookie.net/marvel_dc/images/7/72/Ned_Creegan_004.jpg/revision/latest/scale-to-width-down/98?cb=20130710144153
Mephisto,None
Mera,https://static.wikia.nocookie.net/marvel_dc/images/a/a8/Aquaman_Vol_8_26_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20170821033121
Metallo,https://static.wikia.nocookie.net/marvel_dc/images/e/e8/John_Corben_Prime_Earth_005.jpg/revision/latest/scale-to-width-down/350?cb=20230804230715
Metamorpho,https://static.wikia.nocookie.net/marvel_dc/images/d/de/Legends_of_Tomorrow_Vol_1_2_Textless.jpg/revision/latest/scale-to-width-down/337?cb=20160422192111
Metron,https://static.wikia.nocookie.net/marvel_dc/images/9/9f/Justice_League_Vol_2_40_Alex_Garner_Variant_Textless.jpg/revision/latest/scale-to-width-down/332?cb=20150429150431
Micah Sanders,None
Michelangelo,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Michelangelo_Daniele_da_Volterra_%28dettaglio%29.jpg/220px-Michelangelo_Daniele_da_Volterra_%28dettaglio%29.jpg
Micro Lad,https://static.wikia.nocookie.net/marvel_dc/images/b/b0/Micro_Lad_001.jpg/revision/latest/scale-to-width-down/326?cb=20111110122050
Mimic,https://static.wikia.nocookie.net/marvel_dc/images/c/c5/Mimic_01.jpg/revision/latest/scale-to-width-down/152?cb=20110410114435
Minna Murray,None
Misfit,https://static.wikia.nocookie.net/marvel_dc/images/1/12/Misfit_01.jpg/revision/latest/scale-to-width-down/350?cb=20071031144845
Miss Martian,https://static.wikia.nocookie.net/marvel_dc/images/3/3e/Miss_Martian_Prime_Earth_0001.jpg/revision/latest/scale-to-width-down/312?cb=20180613145413
Mister Fantastic,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Reedr.jpg/220px-Reedr.jpg
Mister Freeze,https://static.wikia.nocookie.net/marvel_dc/images/5/59/Batman_One_Bad_Day_-_Mr._Freeze_Vol_1_1_Textless_Hamner_Variant.jpg/revision/latest/scale-to-width-down/333?cb=20221116205755
Mister Knife,https://upload.wikimedia.org/wikipedia/en/thumb/f/ff/J%E2%80%99son_%28Earth-616%29_from_Legendary_Star-Lord_Vol_1_5_0003.jpg/220px-J%E2%80%99son_%28Earth-616%29_from_Legendary_Star-Lord_Vol_1_5_0003.jpg
Mister Mxyzptlk,https://static.wikia.nocookie.net/marvel_dc/images/a/a9/Mister_Mxyzptlk_001.jpg/revision/latest/scale-to-width-down/350?cb=20091104040525
Mister Sinister,https://static.wikia.nocookie.net/marvel_dc/images/1/16/Mister_Sinister_01.png/revision/latest?cb=20110628121741
Mockingbird,https://static.wikia.nocookie.net/marvel_dc/images/b/b0/Mockingbird_Edward_Nygma_Prime_Earth_001.png/revision/latest/scale-to-width-down/350?cb=20150907035738
Mohinder Suresh,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Sendhil_Ramamurthy.jpg/220px-Sendhil_Ramamurthy.jpg
Molten Man,https://upload.wikimedia.org/wikipedia/en/4/45/Molten_Man_%28Mark_Raxton%29.png
Monarch,https://static.wikia.nocookie.net/marvel_dc/images/d/d9/Monarch_002.jpg/revision/latest/scale-to-width-down/349?cb=20091112191426
Monica Dawson,None
Moon Knight,https://upload.wikimedia.org/wikipedia/en/thumb/f/fd/Marc_Spector_39.jpg/220px-Marc_Spector_39.jpg
Moonstone,https://static.wikia.nocookie.net/marvel_dc/images/8/89/Lord_Moonstone_001.jpg/revision/latest/scale-to-width-down/350?cb=20130729180955
Morlun,https://upload.wikimedia.org/wikipedia/en/thumb/9/94/Morlun.jpg/220px-Morlun.jpg
Moses Magnum,https://upload.wikimedia.org/wikipedia/en/thumb/2/2b/Jason_Philip_Macendale%2C_Jr..png/220px-Jason_Philip_Macendale%2C_Jr..png
Mr Immortal,None
Mr Incredible,None
Ms Marvel II,None
Multiple Man,https://static.wikia.nocookie.net/marvel_dc/images/8/89/Multiple_Man_%28Earth-One%29.jpg/revision/latest?cb=20111129182550
Mysterio,https://upload.wikimedia.org/wikipedia/en/thumb/4/45/Mysterio.png/220px-Mysterio.png
Mystique,None
Namor,https://upload.wikimedia.org/wikipedia/en/thumb/f/f7/NAMOR1cover-CMYKcrop.jpg/220px-NAMOR1cover-CMYKcrop.jpg
Namora,https://upload.wikimedia.org/wikipedia/en/2/23/Namora.png
Namorita,https://upload.wikimedia.org/wikipedia/en/thumb/0/05/Namoritanewwarriors.jpg/220px-Namoritanewwarriors.jpg
Naruto Uzumaki,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/NarutoUzumaki.png/260px-NarutoUzumaki.png
Nathan Petrelli,https://upload.wikimedia.org/wikipedia/en/thumb/7/70/Heroes_logo.png/220px-Heroes_logo.png
Nebula,None
Negasonic Teenage Warhead,https://upload.wikimedia.org/wikipedia/en/thumb/e/ef/Negasonic.jpg/200px-Negasonic.jpg
Nick Fury,https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Nickfuryshield.jpg/220px-Nickfuryshield.jpg
Nightcrawler,None
Nightwing,https://static.wikia.nocookie.net/marvel_dc/images/e/e9/Nightwing_Vol_4_1_Textless_Variant.jpg/revision/latest/scale-to-width-down/329?cb=20190227005841
Niki Sanders,https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/Niki_Sanders.jpg/200px-Niki_Sanders.jpg
Nina Theroux,None
Northstar,None
Nova,https://static.wikia.nocookie.net/marvel_dc/images/e/ee/Nova_Earth-One_0001.jpg/revision/latest/scale-to-width-down/350?cb=20240114151942
Odin,https://static.wikia.nocookie.net/marvel_dc/images/8/85/Odin.jpg/revision/latest/scale-to-width-down/350?cb=20131113015753
Offspring,https://static.wikia.nocookie.net/marvel_dc/images/8/86/Luke_O%27Brian_Prime_002.jpg/revision/latest/scale-to-width-down/253?cb=20190903032652
Omniscient,None
One Punch Man,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/OnePunchMan_manga_cover.png/220px-OnePunchMan_manga_cover.png
One-Above-All,None
Onslaught,https://static.wikia.nocookie.net/marvel_dc/images/f/f3/Onslaught_Dakotaverse.png/revision/latest/scale-to-width-down/185?cb=20110208144437
Oracle,https://static.wikia.nocookie.net/marvel_dc/images/6/61/Barbara_Gordon_Prime_Earth_12.png/revision/latest/scale-to-width-down/350?cb=20231214042613
Orion,https://static.wikia.nocookie.net/marvel_dc/images/9/91/Orion_Prime_Earth_0001.jpg/revision/latest/scale-to-width-down/325?cb=20141111145701
Osiris,https://static.wikia.nocookie.net/marvel_dc/images/2/25/Osiris_005.jpg/revision/latest/scale-to-width-down/350?cb=20100605040215
Overtkill,None
Ozymandias,https://static.wikia.nocookie.net/marvel_dc/images/e/e0/Adrian_Veidt_Watchmen_0001.png/revision/latest/scale-to-width-down/325?cb=20171123034834
Parademon,https://static.wikia.nocookie.net/marvel_dc/images/c/c4/Parademon_Secret_Six.png/revision/latest?cb=20110517182752
Peek-a-Boo,https://static.wikia.nocookie.net/marvel_dc/images/3/39/Lashawn_Baez_Prime_Earth_0001.jpg/revision/latest?cb=20200920005917
Penance II,None
Penguin,https://static.wikia.nocookie.net/marvel_dc/images/6/6e/Batman_One_Bad_Day_-_Penguin_Vol_1_1_Textless_Camuncoli_Variant.jpg/revision/latest/scale-to-width-down/329?cb=20221116204545
Peter Petrelli,None
Phantom,https://static.wikia.nocookie.net/marvel_dc/images/2/2b/The_Phantom_Vol_1_1.jpg/revision/latest/scale-to-width-down/321?cb=20100630000740
Phantom Girl,https://static.wikia.nocookie.net/marvel_dc/images/c/c9/Phantom_Girl_Post-Rebirth_001.jpg/revision/latest/scale-to-width-down/350?cb=20211128114045
Phoenix,https://static.wikia.nocookie.net/marvel_dc/images/3/3f/Phoenix_Arizona_001.jpg/revision/latest/scale-to-width-down/350?cb=20130331100905
Plantman,https://upload.wikimedia.org/wikipedia/en/thumb/5/55/Plant_man.jpg/200px-Plant_man.jpg
Plastic Man,https://static.wikia.nocookie.net/marvel_dc/images/a/af/Plastic_Man_Vol_5_2_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20180712233620
