Unnamed: 0,Title,Title_Synonym,Title_Japanese,Status,Volumns,Chapters,Publishing,Rank,Score,Scored_by,Popularity,Memebers,Favorites,Synopsis,Publish_period,Genre,image_url,manga_url
545,Vampire Juujikai,The Record of a Fallen Vampire,ヴァンパイア十字界,Finished,9.0,44.0,False,547,8.08,4212,1231,11309,378,"There is a legend that tells of how the world was almost destroyed thousands of years ago by the vampire queen after she unleashed her latent powers. Despite their efforts, the humans were unable to defeat her, and thus resorted to sealing her away until the time came that they would be powerful enough to destroy the seal and kill her. However, the humans are not the only ones after the seal. Having cast aside his kingdom and betraying his own race and the dhampirs (half-vampires), the vampire king is persistantly searching, even to this day, for where his queen has been sealed away so he may break the seal and free her before the humans do. Fearing that once the king and queen are reunited, they shall continue to destroy the world together, the humans and dhampirs hunt the king, using any method possible. (Source: Anime Source)","Aug  12, 2003 to Feb  10, 2007","'Magic', 'Shounen', 'Vampire', 'Supernatural'",https://ta1.yx247.com/files/img/logo/202110/202110151410058415.jpg,https://ninemanga.com/manga/Vampire+Juujikai.html
547,Aoharu x Kikanjuu,Aoharu x Machine Gun,青春×機関銃,Finished,18.0,84.0,False,540,8.08,3598,1000,13293,571,"High school student council president Hotaru Tachibana—a girl often confused as a boy due to her speech pattern and clothing—is not afraid to fight against injustice. When her friend is supposedly swindled by a host, Hotaru feels compelled to confront the man responsible. He turns out to be her next-door-neighbor, Masamune Matsuoka, who decides that the best way to settle this is to play a ""survival game"": an imaginary war game where fake guns are used, but the battles are no less real. Despite Hotaru's best efforts, she ends up losing and incurring a large debt due to the resulting damages. Consequently, she is forced to become the third member of Masamune's male-only team ""Toy ☆ Gun Gun,"" joining his friend, Tooru Yukimura, an author of adult manga who dislikes her at first. However, before she even notices it, Hotaru becomes genuinely fond of both the sport and her team members. She chooses to share in their dream of becoming the best survival game team in Japan and winning the famous tournament, Top Combat Game, even if that means hiding her identity as a girl from her teammates. [Written by MAL Rewrite]","Jun  18, 2012 to Aug  17, 2019","'Action', 'Comedy', 'Shounen'",https://ta1.yx247.com/files/img/logo/201705/201705301140219697.jpg,https://ninemanga.com/manga/Aoharu+x+Kikanjuu.html
548,Hitoribocchi no ○○ Seikatsu,unkown,ひとりぼっちの○○生活,Finished,8.0,101.0,False,548,8.08,4528,626,19743,583,"Hitori Bocchi suffers from extreme social anxiety, she's not good at talking to people, takes pretty extreme actions, is surprisingly adept at avoiding people, her legs cramp when she overexerts herself, gets full of herself when alone, will vomit when exposed to extreme tension and often comes up with plans. Now she is entering middle school and her only friend, Yawara Kai, is attending a different school. This leaves Bocchi alone, surrounded by new classmates with whom she must make friends before Kai will talk to her again. (Source: Dynasty Scans)","Sep  27, 2013 to Apr  27, 2021","'Comedy', 'School', 'Shounen', 'Slice of Life'",https://ta1.yx247.com/files/img/logo/201902/201902150557219380.jpg,https://ninemanga.com/manga/Hitoribocchi+no+○○+Seikatsu.html
550,Majo no Tabitabi,Wandering Witch: The Journey of Elaina,魔女の旅々,Publishing,unkown,unkown,True,551,8.08,875,2302,6186,202,"Ever since she was a little girl reading books of magic and adventure, Elaina has dreamed of following in the footsteps of her childhood idol, the witch Nique, and living a life of travel. Now a full-fledged witch herself, Elaina sets off on a journey without a destination, wandering far and wide to see the world. With each new place she sees and person she meets, Elaina's world grows a little bit richer. (Source: Square Enix)","Apr  15, 2016 to present","'Adventure', 'Fantasy'",https://ta1.yx247.com/files/img/logo/202010/202010242342164531.jpg,https://ninemanga.com/manga/Majo+no+Tabitabi.html
553,Houkago Shounen Hanako-kun,After-School Hanako-kun,放課後少年花子くん,Publishing,unkown,unkown,True,568,8.07,921,4714,2936,68,"The ghostly Hanako-kun and his mortal assistant, Nene Yashiro, usually have their hands full resolving various supernatural incidents in Kamome Academy, but how do they spend their time when they get a break from all that? Come and watch the characters of Toilet-bound Hanako-kun play games, get sick, change genders, and discover world-shaking secrets during their laid-back after-school hours! (Source: Yen Press)","Feb  22, 2018 to present","'Comedy', 'Parody', 'School', 'Supernatural'",https://ta1.yx247.com/files/img/logo/201904/201904211031297724.png,https://ninemanga.com/manga/Houkago+Shounen+Hanako-kun.html
554,Baraou no Souretsu,Requiem of the Rose King,薔薇王の葬列,Publishing,unkown,unkown,True,565,8.07,1555,1637,8514,425,"The crown of England has been hotly contested throughout history, and in the Middle Ages, a series of great civil wars becomes known as the War of the Roses. Claiming a right to the throne, the Duke of York seeks to unseat King Henry VI and his heir in order to become king himself. On a dark day filled with many ill omens, the Duke gains a son: Richard Plantagenet, third of his name. Neither male nor female, but instead possessing characteristics of both sexes, Richard III is immediately reviled by his mother. Her hatred defines his childhood, leading to a deep disgust toward his own body and an adverse reaction to being called a demon. Richard grows up troubled by visions of England's former foe, Joan of Arc, who taunts that he will bring ruin to all who know him. He believes that he can attain salvation by helping his father achieve his destiny of becoming the king. However, cursed by the expectations of both his mother and Joan, will Richard's actions instead drag his family down into darkness? [Written by MAL Rewrite]","Oct  4, 2013 to present","'Action', 'Drama', 'Historical', 'Shoujo', 'Supernatural', 'Gender Bender'",https://ta1.yx247.com/files/img/logo/201503/201503220646051259.jpg,https://ninemanga.com/manga/Baraou+no+Souretsu.html
556,Log Horizon,Log Horizon,ログ・ホライズン,Publishing,unkown,unkown,True,556,8.07,2182,1162,11864,251,"""Elder Tale"" is a long-established and popular online game: but the day in which was introduced the 11th expansion pack, 30,000 Japanese users have been confined to the world of the game. In the world that is a fusion of reality and the game, our hero Shiroe begins his fight from the city of Akiba.","Apr  13, 2010 to present","'Action', 'Adventure', 'Fantasy', 'Magic', 'Sci-Fi'",https://ta1.yx247.com/files/img/logo/201503/201503220534112636.jpg,https://ninemanga.com/manga/Log+Horizon.html
559,Rough,unkown,ラフ,Finished,12.0,119.0,False,556,8.07,2535,2796,5145,117,"Yamato Keisuke, a promising freestyle swimmer, and Ninomiya Ami, a talented diver, are the offspring of two rival families owners of confectionery shops. Two generations ago, Grandfather Ninomiya came up with an idea for an owl-shaped cake, but Grandfather Yamato quickly raised to the challenge and thought of a similar cake—but in Yamato's the owl had ears. Because they're priced the same, Yamato's extra ears were crucial, and that made the business of the Ninomiya confectionery suffered. Grandfather Ninomiya then fell ill worrying about his shop. Before his death, his last words were ""I was killed by the Yamatos,"" and since that moment the two families have been sworn rivals. (Source: MU)",1987 to  1989,"'Comedy', 'Drama', 'Romance', 'School', 'Sports'",https://ta1.yx247.com/files/img/logo/201507/201507061950113191.jpg,https://ninemanga.com/manga/Rough.html
560,Detroit Metal City,DMC: Detroit Metal City,デトロイト・メタル・シティ,Finished,10.0,114.0,False,565,8.07,5057,1069,12590,396,"Souichi Negishi is a common boy, timid, quiet. He loves flowers, walking and musical hits like the ones that radios play. But he is also Krauzer II, leader of Detroy Metal City (DMC), the most popular underground metal band of Japan! Souichi would like to change his life and start to play Swedish pop songs with peaceful and loving lyrics instead of the violent and vulgar ones of DMC, but when he is playing with his band he completely changes his attitude and behavior...","Apr  22, 2005 to Apr  23, 2010","'Comedy', 'Music', 'Seinen'",https://ta1.yx247.com/files/img/logo/201503/201503220900188721.jpg,https://ninemanga.com/manga/Detroit+Metal+City.html
562,Hanma Baki,unkown,範馬刃牙,Finished,37.0,312.0,False,562,8.07,6334,1130,12087,480,"After 18 years of fighting and pushing his body beyond its natural limits, Baki Hanma is almost ready to face his father Yuujirou in one final battle. Publicly challenging his father to a revenge bout for the title of ""World's Strongest,"" Baki sets out to train himself even further. He targets the few men who are said to hold comparable power to Yuujirou, including the ""Unchained"" bounty hunter Biscuit Olivia and a prehistoric human named Pickle revived from the Mesozoic era. The demonic Yuujirou monitors his son's training with a growing anticipation. The ""Ogre"" sees Baki as little more than a savory meal marinating for him to devour. Still, Yuujirou exists in solitude at the top of the mountain of strength. He yearns for a combatant to rise up and prove themselves a worthy opponent capable of giving him a challenge. Despite viewing his son as pathetic, Yuujirou can't help but hope his child will be the one to give him the thrill of equal combat he has lived so long without. As Baki seeks to understand his father's monstrous legacy, Yuujirou comes to terms with his true feelings toward his son. The two Hanmas advance toward their climactic fight to decide who is really the ""World's Strongest."" [Written by MAL Rewrite]","Dec  1, 2005 to Aug  16, 2012","'Action', 'Adventure', 'Martial Arts'",https://ta1.yx247.com/files/img/logo/201503/201503220758017908.jpg,https://ninemanga.com/manga/Hanma+Baki.html
565,Seiyuu Ka!,Voice Over!: Seiyu Academy,声優かっ!,Finished,12.0,70.0,False,564,8.07,6245,948,13837,315,"As a child, Hime Kino was starstruck by ""Lovely Blazers"" voice actress Sakura Aoyama. From that day on, Hime has dreamed of following in Sakura's footsteps. With this in mind, Hime enrolls in Hiiragi Academy, a voice acting school famous for producing the best of the best. In fact, Hime sits right next to the already successful son of Sakura, Senri Kudou. Aiming to match her peers' level of skill, Hime attempts to put her best foot forward. She introduces herself with her cutest voice, but what comes out is anything but—she sounds like an old man, earning her the nickname ""Gorilla Princess."" Suddenly, she finds herself grouped with other potential dropouts. But Hime is not deterred by such a setback, and she quickly becomes friends with the others at the bottom of the class. With their help and her own unrivaled optimism, Hime will do whatever it takes to achieve her dream! [Written by MAL Rewrite]","Jun  20, 2009 to Feb  5, 2013","'Drama', 'Romance', 'School', 'Shoujo', 'Gender Bender'",https://ta1.yx247.com/files/img/logo/201503/201503220233108113.jpg,https://ninemanga.com/manga/Seiyuu+Ka%21.html
566,Skill of Lure,unkown,유혹의 기술,Finished,7.0,36.0,False,556,8.07,9178,718,17678,537,"Sung-Gi Jang is cursed with the persona of a complete pervert! To all his peers, he is a fiend who only hungers for women. Yet in reality, he just has terrible social skills, making him incapable of properly expressing his intentions and feelings to the women around him. On top of that, he seems to have the worst luck there can be. This all turns around when Jae Hwang, a fellow student and good friend, witnesses Sung-Gi completely shattered and decides to help him out. What Sung does not know is that Hwang is actually a master in attracting the opposite sex—a pick-up artist! From square one, Sung-Gi builds up his conversation and interaction skills with women through several trials and tribulations. He soon learns how much depth and finesse there is in properly conveying intimate emotions to others. As he learns about the subconscious signals sent out by people, Sung-Gi finds himself paying more and more attention to a particular girl in his class, and he puts to use the skill that he was lacking before: The Skill of Lure. [Written by MAL Rewrite]","Mar  1, 2013 to Jan  1, 2016","'Comedy', 'Ecchi', 'Romance', 'Shounen', 'Slice of Life'",https://ta1.yx247.com/files/img/logo/201504/201504121936473329.jpg,https://ninemanga.com/manga/Skill+of+Lure.html
