Character,Image_URL
Green Goblin III,https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/Green_Goblin_Comic_Art_by_Luke_Ross.webp/220px-Green_Goblin_Comic_Art_by_Luke_Ross.webp.png
Green Goblin IV,https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/Green_Goblin_Comic_Art_by_Luke_Ross.webp/220px-Green_Goblin_Comic_Art_by_Luke_Ross.webp.png
Groot,https://upload.wikimedia.org/wikipedia/en/thumb/1/17/I_am_Groot_vol_1.jpeg/220px-I_am_Groot_vol_1.jpeg
Guy Gardner,https://static.wikia.nocookie.net/marvel_dc/images/5/5a/Guy_Gardner_Prime_Earth_001.jpg/revision/latest/scale-to-width-down/325?cb=20130511011521
Hal Jordan,https://upload.wikimedia.org/wikipedia/en/thumb/9/90/Green_Lantern_%28Hal_Jordan%29.png/220px-Green_Lantern_%28Hal_Jordan%29.png
Han Solo,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Han_Solo_depicted_in_promotional_image_for_Star_Wars_%281977%29.jpg/220px-Han_Solo_depicted_in_promotional_image_for_Star_Wars_%281977%29.jpg
Harley Quinn,https://upload.wikimedia.org/wikipedia/en/thumb/d/d3/Classic_and_modern_Harley_Quinn.png/220px-Classic_and_modern_Harley_Quinn.png
Harry Potter,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Harry_Potter_wordmark.svg/220px-Harry_Potter_wordmark.svg.png
Hawk,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Northern_Goshawk_ad_M2.jpg/220px-Northern_Goshawk_ad_M2.jpg
Hawkeye,https://static.wikia.nocookie.net/marvel_dc/images/9/97/Original_LEG.jpg/revision/latest/scale-to-width-down/350?cb=20141122145511
Hawkeye II,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Hawkeye_Vol_5_1.jpg/220px-Hawkeye_Vol_5_1.jpg
Hawkgirl,https://upload.wikimedia.org/wikipedia/en/thumb/3/34/Hawkgirl_%28Shiera_Sanders_Hall%29.png/220px-Hawkgirl_%28Shiera_Sanders_Hall%29.png
Hawkman,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Hawkman_v4_1.jpg/220px-Hawkman_v4_1.jpg
Heat Wave,https://static.wikia.nocookie.net/marvel_dc/images/4/44/Heat_Wave_Prime_Earth_0001.png/revision/latest/scale-to-width-down/350?cb=20231016213131
Hellboy,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Hellboy_The_Wolves_of_St_August.jpg/220px-Hellboy_The_Wolves_of_St_August.jpg
Hellstorm,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Daimon_Hellstrom.webp/187px-Daimon_Hellstrom.webp.png
Hercules,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Hercules_combatant_Achelous_%288655488835%29.jpg/220px-Hercules_combatant_Achelous_%288655488835%29.jpg
Hit-Girl,https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Hit-Girl_in_Rome_cover.jpg/220px-Hit-Girl_in_Rome_cover.jpg
Hope Summers,https://upload.wikimedia.org/wikipedia/en/3/35/Hope_Summers_in_The_Andy_Griffith_Show_1966.jpg
Hulk,https://upload.wikimedia.org/wikipedia/en/thumb/a/aa/Hulk_%28circa_2019%29.png/220px-Hulk_%28circa_2019%29.png
Human Torch,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Human_Torch_%28Johnny_Storm%29.png/220px-Human_Torch_%28Johnny_Storm%29.png
Huntress,https://static.wikia.nocookie.net/marvel_dc/images/5/57/Batgirl_and_the_Birds_of_Prey_Vol_1_4_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20161112181619
Hybrid,https://static.wikia.nocookie.net/marvel_dc/images/0/0b/Hybrid_0001.jpg/revision/latest/scale-to-width-down/350?cb=20160608195306
Hydro-Man,https://upload.wikimedia.org/wikipedia/en/b/b9/Hydro-Man_%28Morris_%27Morrie%27_Bench%29.png
Hyperion,https://static.wikia.nocookie.net/marvel_dc/images/d/d4/Hyperion_001.jpg/revision/latest/scale-to-width-down/135?cb=20130327105550
Iceman,https://static.wikia.nocookie.net/marvel_dc/images/a/ad/Joe_Chill_Prime_Earth_0001.jpg/revision/latest/scale-to-width-down/350?cb=20150624102753
Impulse,https://static.wikia.nocookie.net/marvel_dc/images/e/e6/Bartholomew_Allen_II_Prime_Earth_0001.jpg/revision/latest/scale-to-width-down/325?cb=20180712015708
Indiana Jones,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Indiana_Jones_logo.svg/250px-Indiana_Jones_logo.svg.png
Indigo,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Indian_indigo_dye_lump.jpg/220px-Indian_indigo_dye_lump.jpg
Ink,https://static.wikia.nocookie.net/marvel_dc/images/f/f0/Lori_Morning_01.jpg/revision/latest/scale-to-width-down/191?cb=20090108192547
Invisible Woman,https://upload.wikimedia.org/wikipedia/en/thumb/e/e4/Invisible_Woman.png/220px-Invisible_Woman.png
Iron Fist,https://static.wikia.nocookie.net/marvel_dc/images/2/24/Iron_Fist_Quality_Universe_0001.jpg/revision/latest/scale-to-width-down/185?cb=20160516222811
Iron Man,https://upload.wikimedia.org/wikipedia/en/thumb/4/47/Iron_Man_%28circa_2018%29.png/220px-Iron_Man_%28circa_2018%29.png
Iron Monger,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/IronMonger.jpg/230px-IronMonger.jpg
Isis,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Isis.svg/220px-Isis.svg.png
Jack of Hearts,https://static.wikia.nocookie.net/marvel_dc/images/1/19/Royal_Flush_Gang_II_Prime_Earth_0002.JPG/revision/latest/scale-to-width-down/350?cb=20161028143300
James Bond,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Fleming007impression.jpg/250px-Fleming007impression.jpg
James T. Kirk,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/William_Shatner_Star_Trek.JPG/220px-William_Shatner_Star_Trek.JPG
Jar Jar Binks,https://upload.wikimedia.org/wikipedia/en/thumb/4/4b/Jjportrait.jpg/220px-Jjportrait.jpg
Jason Bourne,https://upload.wikimedia.org/wikipedia/en/thumb/6/60/Jason_bourne_infobox.jpg/220px-Jason_bourne_infobox.jpg
Jean Grey,https://upload.wikimedia.org/wikipedia/en/thumb/8/8c/Jean_Grey_%28Modern%29.webp/220px-Jean_Grey_%28Modern%29.webp.png
Jean-Luc Picard,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Patrick_Steward_as_Jean-Luc_Picard_in_1996%27s_Star_Trek_First_Contact.jpg/220px-Patrick_Steward_as_Jean-Luc_Picard_in_1996%27s_Star_Trek_First_Contact.jpg
Jennifer Kale,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Jennifer_Kale.jpg/220px-Jennifer_Kale.jpg
Jessica Cruz,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/Green_Lantern_%28Jessica_Cruz%29.jpg/220px-Green_Lantern_%28Jessica_Cruz%29.jpg
Jessica Jones,https://upload.wikimedia.org/wikipedia/en/thumb/6/6e/Jessica_Jones_by_Mike_Mayhew.jpg/220px-Jessica_Jones_by_Mike_Mayhew.jpg
Johann Krauss,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/JohannKraus.jpg/140px-JohannKraus.jpg
John Constantine,https://upload.wikimedia.org/wikipedia/en/thumb/1/15/John_Constantine%2C_Hellblazer_No._1.jpg/220px-John_Constantine%2C_Hellblazer_No._1.jpg
John Stewart,https://static.wikia.nocookie.net/marvel_dc/images/c/ce/Dark_Nights_Death_Metal_Vol_1_4_Textless_John_Stewart_Variant.jpg/revision/latest/scale-to-width-down/329?cb=20201013094420
John Wraith,https://upload.wikimedia.org/wikipedia/en/f/ff/Johnwraith.jpg
Joker,https://static.wikia.nocookie.net/marvel_dc/images/4/41/Batman_Vol_2_23.1_The_Joker_Textless.jpg/revision/latest/scale-to-width-down/321?cb=20130904201016
Jolt,https://static.wikia.nocookie.net/marvel_dc/images/1/18/Carlotta_Rivera_003.jpg/revision/latest/scale-to-width-down/84?cb=20090925152101
Jubilee,https://static.wikia.nocookie.net/marvel_dc/images/0/02/Sparrow_Amalgam_Universe_001.jpg/revision/latest?cb=20100114212855
Judge Dredd,https://upload.wikimedia.org/wikipedia/en/thumb/2/21/Dredd_Apocalypse_War.jpg/220px-Dredd_Apocalypse_War.jpg
Justice,https://static.wikia.nocookie.net/marvel_dc/images/9/9b/Justice_Vol_1_1.jpg/revision/latest/scale-to-width-down/330?cb=20080504204822
K-2SO,https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Alan_Tudyk_as_K-2SO-Rogue_One_%282016%29.jpg/220px-Alan_Tudyk_as_K-2SO-Rogue_One_%282016%29.jpg
Karate Kid,https://upload.wikimedia.org/wikipedia/en/thumb/a/a9/Karate_kid.jpg/220px-Karate_kid.jpg
Kathryn Janeway,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Janeway_Season7.jpg/220px-Janeway_Season7.jpg
Katniss Everdeen,https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/Katniss_Everdeen.jpg/350px-Katniss_Everdeen.jpg
Kid Flash,https://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Kid_Flash_%28Wally_West_circa_1961%29.png/220px-Kid_Flash_%28Wally_West_circa_1961%29.png
Killer Croc,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/Killer_Croc.png/220px-Killer_Croc.png
Killer Frost,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Killer_Frost_%28Caitlin_Snow%29.jpg/220px-Killer_Frost_%28Caitlin_Snow%29.jpg
Kilowog,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Kilowog.jpg/220px-Kilowog.jpg
King Kong,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/King_Kong_1933_Promotional_Image.png/280px-King_Kong_1933_Promotional_Image.png
King Shark,https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/King_shark.jpg/220px-King_shark.jpg
Klaw,https://static.wikia.nocookie.net/marvel_dc/images/6/65/Valcan_005.jpg/revision/latest/scale-to-width-down/330?cb=20111015071923
Kool-Aid Man,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Kool-Aid_Man.png/245px-Kool-Aid_Man.png
Kraven the Hunter,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/Kraven_the_Hunter.png/220px-Kraven_the_Hunter.png
Krypto,https://upload.wikimedia.org/wikipedia/en/thumb/2/23/Kryptoross.PNG/220px-Kryptoross.PNG
Kyle Rayner,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Green_Lantern_%28Kyle_Rayner%29.png/220px-Green_Lantern_%28Kyle_Rayner%29.png
Kylo Ren,https://upload.wikimedia.org/wikipedia/en/thumb/3/34/Kylo_Ren.png/220px-Kylo_Ren.png
Lady Bullseye,https://upload.wikimedia.org/wikipedia/en/5/53/Lady_Bullseye.jpg
Lady Deathstrike,https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/LadyArtistsStrike.jpg/220px-LadyArtistsStrike.jpg
Lara Croft,https://upload.wikimedia.org/wikipedia/en/thumb/a/a8/LaraCroftInfobox.png/240px-LaraCroftInfobox.png
Leech,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Sucking_leech.jpg/220px-Sucking_leech.jpg
Legion,https://static.wikia.nocookie.net/marvel_dc/images/b/b1/LEGION_01.jpg/revision/latest/scale-to-width-down/329?cb=20090103004332
Lex Luthor,https://upload.wikimedia.org/wikipedia/en/9/9b/Lex_Luthor_%28comic_book_supervillain%29_infobox_image.png
Light Lass,https://upload.wikimedia.org/wikipedia/en/thumb/b/b3/31345-light-lass_400.jpg/250px-31345-light-lass_400.jpg
Lightning Lad,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Garth_Ranzz_%28Post-Infinite_Crisis_version%29.jpg/220px-Garth_Ranzz_%28Post-Infinite_Crisis_version%29.jpg
Lightning Lord,https://static.wikia.nocookie.net/marvel_dc/images/1/19/Lightning_Lord_03.jpg/revision/latest/scale-to-width-down/350?cb=20091015065344
Living Brain,https://upload.wikimedia.org/wikipedia/en/thumb/0/0b/LivingBrainOriginal.png/220px-LivingBrainOriginal.png
Living Tribunal,https://upload.wikimedia.org/wikipedia/en/d/de/TLT2.png
Lizard,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Lizard_Collage.jpg/220px-Lizard_Collage.jpg
Lobo,https://static.wikia.nocookie.net/marvel_dc/images/1/18/Lobo_II_Prime_Earth_001.jpg/revision/latest/scale-to-width-down/334?cb=20230911111519
Loki,https://static.wikia.nocookie.net/marvel_dc/images/4/44/Loki_New_Earth_005.jpg/revision/latest/scale-to-width-down/350?cb=20231108201632
Lord Voldemort,https://upload.wikimedia.org/wikipedia/en/thumb/a/a3/Lordvoldemort.jpg/220px-Lordvoldemort.jpg
Luke Cage,https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/Luke_Cage_by_Stuart_Immonen.png/220px-Luke_Cage_by_Stuart_Immonen.png
Luke Skywalker,https://upload.wikimedia.org/wikipedia/en/thumb/b/b1/Luke_Skywalker_in_Return_of_the_Jedi_and_The_Last_Jedi.jpg/220px-Luke_Skywalker_in_Return_of_the_Jedi_and_The_Last_Jedi.jpg
Luna,https://static.wikia.nocookie.net/marvel_dc/images/7/7a/Superman_All-Star_Superman_021.jpg/revision/latest/scale-to-width-down/315?cb=20110325100544
Lyja,https://upload.wikimedia.org/wikipedia/en/thumb/8/88/Secret_Invasion_Fantastic_Four_2.jpg/250px-Secret_Invasion_Fantastic_Four_2.jpg
MODOK,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Modok.PNG/220px-Modok.PNG
Machine Man,https://upload.wikimedia.org/wikipedia/en/thumb/c/cd/Machineman.PNG/220px-Machineman.PNG
Magneto,https://static.wikia.nocookie.net/marvel_dc/images/b/b1/Magneto_01.png/revision/latest?cb=20110628190721
Magog,https://static.wikia.nocookie.net/marvel_dc/images/5/59/David_Sikela_Earth_22_003.jpg/revision/latest/scale-to-width-down/350?cb=20221225104245
Magus,https://static.wikia.nocookie.net/marvel_dc/images/d/d2/Magus_Earth-One_0001.jpg/revision/latest/scale-to-width-down/79?cb=20180617140557
Man of Miracles,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Styx_-_Man_of_Miracles.jpg/220px-Styx_-_Man_of_Miracles.jpg
Man-Bat,https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/Man-Bat.jpg/220px-Man-Bat.jpg
Man-Thing,https://upload.wikimedia.org/wikipedia/en/thumb/9/9d/Man-Thing.jpg/220px-Man-Thing.jpg
Man-Wolf,https://upload.wikimedia.org/wikipedia/en/9/92/JohnJameson-Marvel.png
Mantis,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/European_praying_mantis_%28Mantis_religiosa%29_green_female_Dobruja.jpg/220px-European_praying_mantis_%28Mantis_religiosa%29_green_female_Dobruja.jpg
Martian Manhunter,https://upload.wikimedia.org/wikipedia/en/3/34/Martian_Manhunter_Alex_Ross.png
Match,https://static.wikia.nocookie.net/marvel_dc/images/2/2f/Suicide_Squad_Vol_7_8_Textless_Variant.jpg/revision/latest/scale-to-width-down/325?cb=20211115174746
Maxima,https://static.wikia.nocookie.net/marvel_dc/images/3/33/Maxima_Prime_Earth_0006.jpg/revision/latest/scale-to-width-down/218?cb=20150603152343
Medusa,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Gorgona_pushkin.jpg/220px-Gorgona_pushkin.jpg
Meltdown,https://static.wikia.nocookie.net/marvel_dc/images/7/72/Ned_Creegan_004.jpg/revision/latest/scale-to-width-down/98?cb=20130710144153
Mera,https://static.wikia.nocookie.net/marvel_dc/images/a/a8/Aquaman_Vol_8_26_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20170821033121
Metallo,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Metallo_%28John_Corben_-circa_2007%29.png/220px-Metallo_%28John_Corben_-circa_2007%29.png
Metamorpho,https://upload.wikimedia.org/wikipedia/en/e/e9/Nolan_metamorpho.jpg
Metron,https://static.wikia.nocookie.net/marvel_dc/images/9/9f/Justice_League_Vol_2_40_Alex_Garner_Variant_Textless.jpg/revision/latest/scale-to-width-down/332?cb=20150429150431
Michelangelo,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Michelangelo_Daniele_da_Volterra_%28dettaglio%29.jpg/220px-Michelangelo_Daniele_da_Volterra_%28dettaglio%29.jpg
Micro Lad,https://static.wikia.nocookie.net/marvel_dc/images/b/b0/Micro_Lad_001.jpg/revision/latest/scale-to-width-down/326?cb=20111110122050
Mimic,https://static.wikia.nocookie.net/marvel_dc/images/c/c5/Mimic_01.jpg/revision/latest/scale-to-width-down/152?cb=20110410114435
Misfit,https://static.wikia.nocookie.net/marvel_dc/images/1/12/Misfit_01.jpg/revision/latest/scale-to-width-down/350?cb=20071031144845
Miss Martian,https://upload.wikimedia.org/wikipedia/en/thumb/2/2d/Miss_Martian.jpg/220px-Miss_Martian.jpg
Mister Fantastic,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Reedr.jpg/220px-Reedr.jpg
Mister Freeze,https://upload.wikimedia.org/wikipedia/en/thumb/a/a3/Mr._Freeze_%28Victor_Fries%29.png/220px-Mr._Freeze_%28Victor_Fries%29.png
Mister Knife,https://upload.wikimedia.org/wikipedia/en/thumb/f/ff/J%E2%80%99son_%28Earth-616%29_from_Legendary_Star-Lord_Vol_1_5_0003.jpg/220px-J%E2%80%99son_%28Earth-616%29_from_Legendary_Star-Lord_Vol_1_5_0003.jpg
Mister Mxyzptlk,https://upload.wikimedia.org/wikipedia/en/thumb/6/6f/Mister_Mxyzptlk_%28circa_2017%29.png/220px-Mister_Mxyzptlk_%28circa_2017%29.png
Mister Sinister,https://upload.wikimedia.org/wikipedia/en/thumb/2/26/Mister_Sinister_1989.png/220px-Mister_Sinister_1989.png
Mockingbird,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Mimus_polyglottos1.jpg/220px-Mimus_polyglottos1.jpg
Mohinder Suresh,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Sendhil_Ramamurthy.jpg/220px-Sendhil_Ramamurthy.jpg
Molten Man,https://upload.wikimedia.org/wikipedia/en/4/45/Molten_Man_%28Mark_Raxton%29.png
Monarch,https://static.wikia.nocookie.net/marvel_dc/images/d/d9/Monarch_002.jpg/revision/latest/scale-to-width-down/349?cb=20091112191426
Moon Knight,https://upload.wikimedia.org/wikipedia/en/thumb/f/fd/Marc_Spector_39.jpg/220px-Marc_Spector_39.jpg
Moonstone,https://static.wikia.nocookie.net/marvel_dc/images/8/89/Lord_Moonstone_001.jpg/revision/latest/scale-to-width-down/350?cb=20130729180955
Morlun,https://upload.wikimedia.org/wikipedia/en/thumb/9/94/Morlun.jpg/220px-Morlun.jpg
Moses Magnum,https://upload.wikimedia.org/wikipedia/en/thumb/2/2b/Jason_Philip_Macendale%2C_Jr..png/220px-Jason_Philip_Macendale%2C_Jr..png
Multiple Man,https://upload.wikimedia.org/wikipedia/en/thumb/7/70/MultipleMan01.jpg/250px-MultipleMan01.jpg
Mysterio,https://upload.wikimedia.org/wikipedia/en/thumb/4/45/Mysterio.png/220px-Mysterio.png
Namor,https://upload.wikimedia.org/wikipedia/en/thumb/f/f7/NAMOR1cover-CMYKcrop.jpg/220px-NAMOR1cover-CMYKcrop.jpg
Namora,https://upload.wikimedia.org/wikipedia/en/2/23/Namora.png
Namorita,https://upload.wikimedia.org/wikipedia/en/thumb/0/05/Namoritanewwarriors.jpg/220px-Namoritanewwarriors.jpg
Naruto Uzumaki,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/NarutoUzumaki.png/260px-NarutoUzumaki.png
Nathan Petrelli,https://upload.wikimedia.org/wikipedia/en/thumb/7/70/Heroes_logo.png/220px-Heroes_logo.png
Negasonic Teenage Warhead,https://upload.wikimedia.org/wikipedia/en/thumb/e/ef/Negasonic.jpg/200px-Negasonic.jpg
Nick Fury,https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Nickfuryshield.jpg/220px-Nickfuryshield.jpg
Nightwing,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Nightwing_Infobox.jpg/220px-Nightwing_Infobox.jpg
Niki Sanders,https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/Niki_Sanders.jpg/200px-Niki_Sanders.jpg
Nova,https://static.wikia.nocookie.net/marvel_dc/images/e/ee/Nova_Earth-One_0001.jpg/revision/latest/scale-to-width-down/350?cb=20240114151942
Odin,https://static.wikia.nocookie.net/marvel_dc/images/8/85/Odin.jpg/revision/latest/scale-to-width-down/350?cb=20131113015753
Offspring,https://static.wikia.nocookie.net/marvel_dc/images/8/86/Luke_O%27Brian_Prime_002.jpg/revision/latest/scale-to-width-down/253?cb=20190903032652
One Punch Man,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/OnePunchMan_manga_cover.png/220px-OnePunchMan_manga_cover.png
Onslaught,https://static.wikia.nocookie.net/marvel_dc/images/f/f3/Onslaught_Dakotaverse.png/revision/latest/scale-to-width-down/185?cb=20110208144437
Oracle,https://static.wikia.nocookie.net/marvel_dc/images/6/61/Barbara_Gordon_Prime_Earth_12.png/revision/latest/scale-to-width-down/350?cb=20231214042613
Orion,https://static.wikia.nocookie.net/marvel_dc/images/9/91/Orion_Prime_Earth_0001.jpg/revision/latest/scale-to-width-down/325?cb=20141111145701
Osiris,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Standing_Osiris_edit1.svg/220px-Standing_Osiris_edit1.svg.png
Ozymandias,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Ozymandias_The_Examiner_1818.jpg/220px-Ozymandias_The_Examiner_1818.jpg
Parademon,https://static.wikia.nocookie.net/marvel_dc/images/c/c4/Parademon_Secret_Six.png/revision/latest?cb=20110517182752
Peek-a-Boo,https://static.wikia.nocookie.net/marvel_dc/images/3/39/Lashawn_Baez_Prime_Earth_0001.jpg/revision/latest?cb=20200920005917
Penguin,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Penguins_collage.png/260px-Penguins_collage.png
Phantom,https://static.wikia.nocookie.net/marvel_dc/images/2/2b/The_Phantom_Vol_1_1.jpg/revision/latest/scale-to-width-down/321?cb=20100630000740
Phantom Girl,https://upload.wikimedia.org/wikipedia/en/2/28/Apparition_%28comics%29.png
Phoenix,https://static.wikia.nocookie.net/marvel_dc/images/3/3f/Phoenix_Arizona_001.jpg/revision/latest/scale-to-width-down/350?cb=20130331100905
Plantman,https://upload.wikimedia.org/wikipedia/en/thumb/5/55/Plant_man.jpg/200px-Plant_man.jpg
Plastic Man,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/PoliceComicNo15.jpg/220px-PoliceComicNo15.jpg
Plastique,https://static.wikia.nocookie.net/marvel_dc/images/1/1e/Plastique_PE_01.jpg/revision/latest/scale-to-width-down/350?cb=20131123050123
Poison Ivy,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/2014-10-29_13_43_39_Poison_Ivy_foliage_during_autumn_leaf_coloration_in_Ewing%2C_New_Jersey.JPG/220px-2014-10-29_13_43_39_Poison_Ivy_foliage_during_autumn_leaf_coloration_in_Ewing%2C_New_Jersey.JPG
Polaris,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Ursa_Minor_constellation_map.svg/250px-Ursa_Minor_constellation_map.svg.png
Power Girl,https://upload.wikimedia.org/wikipedia/en/c/ce/Power_Girl.png
Predator,https://static.wikia.nocookie.net/marvel_dc/images/2/2d/Predator_%28New_Earth%29_005.png/revision/latest/scale-to-width-down/350?cb=20140310172030
Professor X,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Professor_Charles_%27X%27_Xavier.png/220px-Professor_Charles_%27X%27_Xavier.png
Professor Zoom,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Reverse-Flash_%28Eobard_Thawne%29.png/220px-Reverse-Flash_%28Eobard_Thawne%29.png
Psylocke,https://upload.wikimedia.org/wikipedia/en/thumb/7/73/Excalibur_%28Vol._4%29%2C_No._19_%28Textless_Variant%29.jpg/220px-Excalibur_%28Vol._4%29%2C_No._19_%28Textless_Variant%29.jpg
Punisher,https://upload.wikimedia.org/wikipedia/en/thumb/4/40/Punisher-FrankCastle1.jpg/220px-Punisher-FrankCastle1.jpg
Purple Man,https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/Purple_Man.jpg/220px-Purple_Man.jpg
Pyro,https://static.wikia.nocookie.net/marvel_dc/images/1/11/Pyro_%28New_Earth%29_001.jpg/revision/latest?cb=20090519010933
Q,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Proto-semiticQ-01.svg/20px-Proto-semiticQ-01.svg.png
Quantum,https://static.wikia.nocookie.net/marvel_dc/images/a/ac/Phillip_Crane.png/revision/latest/scale-to-width-down/186?cb=20110210223837
Queen Hippolyta,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Hippolyte.jpg/220px-Hippolyte.jpg
Question,https://static.wikia.nocookie.net/marvel_dc/images/b/bc/Victor_Sage_The_Question_%28Prime_Earth%29_0001.png/revision/latest/scale-to-width-down/326?cb=20231224060842
Quicksilver,https://static.wikia.nocookie.net/marvel_dc/images/d/d5/Max_Mercury_Prime_Earth_0005.png/revision/latest/scale-to-width-down/350?cb=20231012185121
Ra's Al Ghul,https://upload.wikimedia.org/wikipedia/en/thumb/f/f7/Ra%27s_al_Ghul.png/220px-Ra%27s_al_Ghul.png
Raphael,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Raffaello_Sanzio.jpg/220px-Raffaello_Sanzio.jpg
Raven,https://static.wikia.nocookie.net/marvel_dc/images/2/24/Tales_of_the_Titans_Vol_1_2_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20230817142821
Ray,https://static.wikia.nocookie.net/marvel_dc/images/4/46/Justice_League_of_America_The_Ray_Rebirth_Vol_1_1_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20161018002414
Reactron,https://upload.wikimedia.org/wikipedia/en/thumb/0/05/Reactron%2C_the_DC_Comics_supervillain.jpg/200px-Reactron%2C_the_DC_Comics_supervillain.jpg
Red Arrow,https://static.wikia.nocookie.net/marvel_dc/images/8/84/Teen_Titans_Vol_6_30_Textless_Variant.jpg/revision/latest/scale-to-width-down/332?cb=20200801121036
Red Hood,https://upload.wikimedia.org/wikipedia/en/thumb/8/85/RedHood-2016.jpg/220px-RedHood-2016.jpg
Red Robin,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Red_Robin_logo.svg/220px-Red_Robin_logo.svg.png
Red Skull,https://upload.wikimedia.org/wikipedia/en/thumb/e/ec/Red_Skull_%28Johann_Schmidt%29.png/220px-Red_Skull_%28Johann_Schmidt%29.png
Red Tornado,https://upload.wikimedia.org/wikipedia/en/thumb/7/70/Red_Tornado_%28Ed_Benes%27s_art%29.png/220px-Red_Tornado_%28Ed_Benes%27s_art%29.png
Rhino,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Rhino_collage.png/260px-Rhino_collage.png
Rick Flag,https://upload.wikimedia.org/wikipedia/en/thumb/c/c0/Rick_Flag_Modern_01.jpg/200px-Rick_Flag_Modern_01.jpg
Riddler,https://upload.wikimedia.org/wikipedia/en/thumb/6/68/Riddler.png/220px-Riddler.png
Rip Hunter,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Rip_Hunter.png/220px-Rip_Hunter.png
Robin,https://static.wikia.nocookie.net/marvel_dc/images/6/61/Teen_Titans_Rebirth_Vol_1_1_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20160518052637
