Title,Icon URL,Banner URL,English Webtoon,Korean Naver,Creator,Rating,Genre,English episodes,English release,Korean episodes,Korean release,Status
Serena(세레나),https://static.wikia.nocookie.net/webtoon/images/b/b2/Serena.png/revision/latest/scale-to-width-down/350?cb=20230105043244,,https://www.webtoons.com/en/drama/serena/list?title_no=5037,https://comic.naver.com/webtoon/list?titleId=801475,,,,,,,,
