Name,Creator,Rating,English_Link,English_Release_Date,Status,Image_URL
Girls of the Wild's,HUNZHENA,9.58 / 10,https://www.webtoons.com/en/action/girls-of-the-wilds/list?title_no=93,"July 1, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/3/3e/Girls_of_the_Wild%27s.png/revision/latest/scale-to-width-down/350?cb=20210102053531
Gourmet Hound,Leehama,9.81 / 10,https://www.webtoons.com/en/drama/gourmet-hound/list?title_no=1245,"December 3, 2017",Complete,https://static.wikia.nocookie.net/webtoon/images/4/42/Gourmethound.jpeg/revision/latest?cb=20180803050245
Dear X,VANZIUN,9.56 / 10,https://www.webtoons.com/en/thriller/dearx/list?title_no=2503,"April 12, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/6/6e/Dear_X.png/revision/latest/scale-to-width-down/350?cb=20210728024701
House of Stars,saltacuentosLion Illustration,9.80 / 10,https://www.webtoons.com/en/fantasy/house-of-stars/list?title_no=1620&page=1,"May 30, 2019",Complete,https://static.wikia.nocookie.net/webtoon/images/6/69/House_of_Stars.png/revision/latest?cb=20201113035610
Oh! Holy,Ahyun,9.69 / 10,https://www.webtoons.com/en/romance/oh-holy/list?title_no=809,"October 17, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/c/c5/Oh%21_Holy.jpg/revision/latest/scale-to-width-down/350?cb=20201103093624
My Boo,Jeongseo,9.76 / 10,https://www.webtoons.com/en/supernatural/my-boo/list?title_no=1185,"October 1, 2017",Complete,https://static.wikia.nocookie.net/webtoon/images/1/12/My_Boo.png/revision/latest/scale-to-width-down/350?cb=20210124053222
Late Bloomer,zealforart,9.26 / 10,https://www.webtoons.com/en/romance/late-bloomer/list?title_no=988,"April 7, 2017",Complete,https://static.wikia.nocookie.net/webtoon/images/6/62/Late_Bloomer.png/revision/latest?cb=20210208034042
Cheese in the Trap,soonkki,9.72 / 10,https://www.webtoons.com/en/drama/cheese-in-the-trap/list?title_no=99,"June 30, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/d/d8/Cheese_in_the_Trap.png/revision/latest?cb=20201103012054
Yuna & Kawachan,Lauren Schmidt,9.79 / 10,https://www.webtoons.com/en/drama/yuna-and-kawachan/list?title_no=1840,"January 16, 2020",Complete,https://static.wikia.nocookie.net/webtoon/images/8/8b/Yuna_%26_Kawachan.png/revision/latest?cb=20210103050231
Dragnarok,KPJMagmi,9.49 / 10,https://www.webtoons.com/en/fantasy/dragnarok/list?title_no=1018,"April 30, 2017",Complete,https://static.wikia.nocookie.net/webtoon/images/2/23/Dragnarok.png/revision/latest?cb=20201115163307
SHADOW,yunujihaejin,9.43 / 10,https://www.webtoons.com/en/super-hero/shadow/list?title_no=281,"August 26, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/3/3d/SHADOW.png/revision/latest?cb=20210402020623
Assassin Roommate,Monica Gallagher,9.30 / 10,https://www.webtoons.com/en/romance/assassin-roommate/list?title_no=1050,"June 6, 2017",Complete,https://static.wikia.nocookie.net/webtoon/images/9/9b/Assassin_Roommate-Webtoon.jpg/revision/latest/scale-to-width-down/350?cb=20181005211913
Scorching Romance,Hongchi,9.73 / 10,https://www.webtoons.com/en/romance/scorching-romance/list?title_no=1662,"July 2, 2019",Complete,https://static.wikia.nocookie.net/webtoon/images/3/33/Scorching_Romance.png/revision/latest/scale-to-width-down/350?cb=20210103012853
Hooky,Míriam Bonastre Tur,9.80 / 10,https://www.webtoons.com/en/fantasy/hooky/list?title_no=425,"April 10, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/0/02/Hooky.png/revision/latest?cb=20201113033500
Taste of Illness,Ilkwon Ha,9.73 / 10,https://www.webtoons.com/en/drama/taste-of-illness/list?title_no=2506,"March 13, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/1/1c/Taste_of_Illness.png/revision/latest/scale-to-width-down/350?cb=20210314072047
Cherry Blossoms,Subong Park,9.22 / 10,https://www.webtoons.com/en/romance/cherry-blossoms/list?title_no=1005,"April 13, 2017",Complete,https://static.wikia.nocookie.net/webtoon/images/2/2a/Cherry_Blossoms.png/revision/latest?cb=20210208031726
Friday: Forbidden Tales,BAE jin soo,9.19 / 10,https://www.webtoons.com/en/thriller/friday/list?title_no=388,"February 13, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/3/3b/Friday_Forbidden_Tales.png/revision/latest?cb=20210303231710
Life Outside the Circle,H-P Lehkonen,9.37 / 10,https://www.webtoons.com/en/drama/life-outside-the-circle/list?title_no=1260,"December 17, 2017",Complete,https://static.wikia.nocookie.net/webtoon/images/f/f2/Life_Outside_the_Circle.png/revision/latest?cb=20201115221659
Winter Woods,COSMOSVAN.J,9.82 / 10,http://www.webtoons.com/episodeList?titleNo=344,"November 19, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/0/00/Winter_Woods_Icon.png/revision/latest?cb=20180716060406
ShootAround,suspu,9.68 / 10,https://www.webtoons.com/en/drama/shoot-around/list?title_no=399,"March 6, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/0/01/ShootAround.png/revision/latest?cb=20210210165419
Annarasumanara,Ilkwon Ha,9.73 / 10,https://www.webtoons.com/en/drama/annarasumanara/list?title_no=77,"June 30, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/d/d4/Annarasumanara.jpg/revision/latest/scale-to-width-down/350?cb=20200622094405
Yumi's Cells,Donggeon Lee,9.76 / 10,https://webtoons.com/en/romance/yumi-cell/list?title_no=478,"May 16, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/c/c7/Yumi%27s_Cells.jpg/revision/latest?cb=20201215142753
The Strange Tales of Oscar Zahn,Tri Vuong,9.77 / 10,https://www.webtoons.com/en/fantasy/the-strange-tales-of-oscar-zahn/list?title_no=685&page=1,"June 9, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/d/dd/The_Strange_Tales_of_Oscar_Zahn.png/revision/latest?cb=20201115145548
Ghost Theater,LICO,9.79 / 10,https://www.webtoons.com/en/drama/ghost-theater/list?title_no=1911,"February 22, 2020",Complete,https://static.wikia.nocookie.net/webtoon/images/5/59/Ghost_Theater.png/revision/latest/scale-to-width-down/350?cb=20210102060316
Big Jo,Jungle Julia,9.23 / 10,https://www.webtoons.com/en/drama/big-jo/list?title_no=854,"November 14, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/f/f0/Big_Jo.png/revision/latest?cb=20180716070811
American Road Trip,Patrick Flores-ScottLittle Corvus,9.51 / 10,https://www.webtoons.com/en/drama/american-road-trip/list?title_no=2209,"September 9, 2020",Ongoing,https://static.wikia.nocookie.net/webtoon/images/a/a3/American_Road_Trip.png/revision/latest?cb=20210102053511
Salty Studio,OMYO,9.69 / 10,https://www.webtoons.com/en/romance/salty-studio/list?title_no=74,"June 30, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/a/a4/Salty_Studio.png/revision/latest?cb=20210208034550
The Stories of Those Around Me,OMYO,9.65 / 10,https://www.webtoons.com/en/romance/the-stories-of-those-around-me/list?title_no=96,"June 30, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/f/f1/The_Stories_of_Those_Around_Me.png/revision/latest/scale-to-width-down/350?cb=20210509173926
Kids Are All Right,HP56,9.75 / 10,https://www.webtoons.com/en/drama/kids-are-all-right/list?title_no=283,"August 31, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/d/d0/Kids_Are_All_Right.png/revision/latest?cb=20210210165335
THE GIRL FROM CLASS,PARK SUBONG,9.45 / 10,https://www.webtoons.com/en/drama/the-girl-from-class/list?title_no=73,"June 30, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/8/83/THE_GIRL_FROM_CLASS.png/revision/latest?cb=20210210165514
Spirit Fingers,han kyoung chal,9.91 / 10,https://www.webtoons.com/en/drama/spirit-fingers/list?title_no=1577,"June 8, 2019",Complete,https://static.wikia.nocookie.net/webtoon/images/a/ab/Spirit_Fingers.png/revision/latest?cb=20210103004836
Magic Soda Pop,Raúl Trevino,8.89 / 10,https://www.webtoons.com/en/supernatural/magic-soda-pop/list?title_no=1947,"April 6, 2020",Complete,https://static.wikia.nocookie.net/webtoon/images/5/53/Magic_Soda_Pop.png/revision/latest?cb=20200701071924
God of Bath,Ilkwon Ha,9.51 / 10,https://www.webtoons.com/en/comedy/god-of-bath/list?title_no=91,"June 30, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/d/d2/God_of_Bath.jpg/revision/latest/scale-to-width-down/350?cb=20200624090952
WEBTOON GREENLiGHT,WEBTOONVarious Artists,9.62 / 10,https://www.webtoons.com/en/romance/webtoon-greenlight/list?title_no=1988,"April 23, 2020",Complete,https://static.wikia.nocookie.net/webtoon/images/7/74/WEBTOON_GREENLiGHT_-_Madame_Outlaw.jpg/revision/latest/scale-to-width-down/350?cb=20200522055856
Under the Aegis,VIMEDDIEE,9.76 / 10,https://www.webtoons.com/en/fantasy/under-the-aegis/list?title_no=436,"April 18, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/2/2c/Under_the_Aegis.png/revision/latest?cb=20210209035535
About Death,SiniHyeono,9.84 / 10,https://www.webtoons.com/en/drama/about-death/list?title_no=82,"June 30, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/1/1d/About_Death.png/revision/latest?cb=20210217035424
The Weight of Our Sky,Hanna AlkafNisrina A.N.,9.79 / 10,https://www.webtoons.com/en/historical/the-weight-of-our-sky/list?title_no=1739,"October 8, 2019",Complete,https://static.wikia.nocookie.net/webtoon/images/a/ad/The_Weight_of_Our_Sky.jpg/revision/latest/scale-to-width-down/350?cb=20191028002524
Ctrl+Z,MiTi,7.83 / 10,https://www.webtoons.com/en/thriller/ctrlz/list?title_no=2141,"July 24, 2020",Complete,https://static.wikia.nocookie.net/webtoon/images/b/b0/Ctrl_Z.jpg/revision/latest/scale-to-width-down/350?cb=20200806102219
Aisopos,Yangsoo KimDOGADO,9.72 / 10,https://www.webtoons.com/en/drama/aisopos/list?title_no=76,"June 30, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/c/c5/Aisopos.png/revision/latest?cb=20210210165252
Subtle Disaster,SUNGHO AN,9.39 / 10,https://www.webtoons.com/en/drama/subtle-disaster/list?title_no=350,"November 25, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/d/d1/Subtle_Disaster.png/revision/latest?cb=20210210165448
Witch Hunt,SSO PARK,9.50 / 10,https://www.webtoons.com/en/supernatural/witch-hunt/list?title_no=363,"December 11, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/e/ef/Witch_Hunt.jpg/revision/latest/scale-to-width-down/350?cb=20190325044740
Cupid's Arrows,Thomas F. Zahler,9.25 / 10,https://www.webtoons.com/en/romance/cupids-arrows/list?title_no=1538&page=1,"February 12, 2019",Complete,https://static.wikia.nocookie.net/webtoon/images/3/3e/Cupid%27s_Arrow.png/revision/latest?cb=20201101205112
Gepetto,Jewon Yeon,9.78 / 10,https://www.webtoons.com/en/sf/gepetto/list?title_no=81,"June 30, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/2/29/Gepetto.png/revision/latest?cb=20210303232320
Heroine Chic,David TischmanAudrey Mok,8.94 / 10,https://www.webtoons.com/en/super-hero/heroine-chic/list?title_no=561,"October 18, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/e/e8/Heroine_Chic.jpg/revision/latest/scale-to-width-down/350?cb=20190330183655
FAMILY MAN,Pillwon Jung,9.71 / 10,https://www.webtoons.com/en/drama/family-man/list?title_no=85,"June 30, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/d/d7/FAMILY_MAN_Icon.png/revision/latest?cb=20180716065442
Faust,Arechan,7.95 / 10,https://www.webtoons.com/en/supernatural/faust/list?title_no=522,"August 9, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/d/d0/Faust.png/revision/latest?cb=20201118042250
Haxor,Walter Ostlie,9.11 / 10,https://www.webtoons.com/en/sf/haxor/list?title_no=1325,"March 6, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/3/38/Haxor_Icon.png/revision/latest/scale-to-width-down/350?cb=20180714122020
Power Ballad,Molly Brooks,9.14 / 10,https://www.webtoons.com/en/super-hero/power-ballad/list?title_no=987,"April 6, 2017",Complete,https://static.wikia.nocookie.net/webtoon/images/6/6a/Power_Ballad.png/revision/latest?cb=20210402005055
Heartwired,Rod Hannahstratosmacca,9.20 / 10,https://www.webtoons.com/en/sf/heartwired/list?title_no=1539,"February 7, 2019",Complete,https://static.wikia.nocookie.net/webtoon/images/6/6c/Heartwired.png/revision/latest?cb=20201114013923
Magical 12th Graders,seriBiwan,9.33 / 10,https://www.webtoons.com/en/super-hero/magical-12th-graders/list?title_no=90,"June 30, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/6/6b/Magical_12th_Graders.png/revision/latest?cb=20210303233903
Davinchibi,Camilla d’ErricoStephen W. Martin,8.86 / 10,https://www.webtoons.com/en/fantasy/davinchibi/list?title_no=1190,"October 3, 2017",Complete,https://static.wikia.nocookie.net/webtoon/images/e/e8/Davinchibi.png/revision/latest?cb=20210209033425
New Normal: Class 8,Youngpaka,9.53 / 10,https://www.webtoons.com/en/drama/new-normal-class-8/list?title_no=100,"June 30, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/b/b7/New_Normal_Class_8.png/revision/latest?cb=20210102053639
Westwood Vibrato,Inwan YounSunhee Kim,9.66 / 10,https://www.webtoons.com/en/drama/westwood-vibrato/list?title_no=537,"September 13, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/f/f3/Westwood_Vibrato.png/revision/latest?cb=20210210165546
Metaphorical HER,James MaddoxDavid Stoll,8.93 / 10,https://www.webtoons.com/en/drama/metaphorical-her/list?title_no=1475,"November 9, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/6/69/Metaphorical_HER.png/revision/latest?cb=20201114015905
Sithrah,Jason Brubaker,9.47 / 10,https://www.webtoons.com/en/fantasy/sithrah/list?title_no=524,"August 17, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/3/36/Sithrah_Icon.png/revision/latest?cb=20180716060406
Caster,CommonNoble Transmission,9.05 / 10,https://www.webtoons.com/en/action/caster/list?title_no=1461,"October 3, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/e/e6/Caster.png/revision/latest?cb=20201115150358
2015: Space Series,Various Artists,9.27 / 10,https://www.webtoons.com/en/sf/2015-space-series/list?title_no=391,"February 25, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/4/41/2015_Space_Series.png/revision/latest?cb=20210402004427
All That You Are,Brayden Sato,9.23 / 10,https://www.webtoons.com/en/drama/all-that-you-are/list?title_no=403,"March 10, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/4/4d/All_That_You_Are.png/revision/latest?cb=20210210165307
Alice Elise,Nicky Soh,8.96 / 10,https://www.webtoons.com/en/fantasy/alice-elise/list?title_no=1481,"November 16, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/b/bc/Alice_Elise.png/revision/latest?cb=20201115152730
City of Walls,A.K. LovelaceShaun Noel,7.42 / 10,https://www.webtoons.com/en/drama/city-of-wall/list?title_no=505,"July 12, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/a/ae/City_of_Walls.png/revision/latest?cb=20210210165323
The World Where I Belong,GMOW,9.59 / 10,https://www.webtoons.com/en/supernatural/the-world-where-i-belong/list?title_no=1318,"March 7, 2018",Ongoing,https://static.wikia.nocookie.net/webtoon/images/0/06/The_World_Where_I_Belong.png/revision/latest?cb=20210401013841
The Remarried Empress,AlphatartHereLeeSumpul,9.84 / 10,https://www.webtoons.com/en/fantasy/the-remarried-empress/list?title_no=2135,"September 5, 2020",Ongoing,https://static.wikia.nocookie.net/webtoon/images/0/01/The_Remarried_Empress_Icon_2.jpg/revision/latest/scale-to-width-down/350?cb=20230523011514
Four Leaf,Lumaga,9.73 / 10,https://www.webtoons.com/en/fantasy/four-leaf/list?title_no=1454,"September 20, 2018",Ongoing,https://static.wikia.nocookie.net/webtoon/images/1/16/Four_Leaf.png/revision/latest?cb=20210103045922
The Masked Fables,Ebae Kim,9.45 / 10,https://www.webtoons.com/en/fantasy/the-masked-fables/list?title_no=2384,"December 22, 2020",Ongoing,https://static.wikia.nocookie.net/webtoon/images/3/32/The_Masked_Fables.png/revision/latest?cb=20210103022000
The Shadow Prophet,Anne DelseitMarissa Delbressine,9.48 / 10,https://www.webtoons.com/en/drama/the-shadow-prophet/list?title_no=1881,"January 25, 2020",Ongoing,https://static.wikia.nocookie.net/webtoon/images/8/8c/The_Shadow_Prophet.png/revision/latest?cb=20210102053704
The Four of Them,Mai Hirschfeld,9.6 / 10,https://www.webtoons.com/en/drama/the-four-of-them/list?title_no=1524,"January 27, 2019",Complete,https://static.wikia.nocookie.net/webtoon/images/c/cc/The_Four_of_Them.png/revision/latest?cb=20210102045402
Heir's Game,suspu,9.73 / 10,https://www.webtoons.com/en/drama/heirs-game/list?title_no=1445,"September 9, 2018",Ongoing,https://static.wikia.nocookie.net/webtoon/images/4/46/Heir%27s_Game.png/revision/latest?cb=20210102050345
Boyfriend of the Dead,Ushio,9.75 / 10,https://www.webtoons.com/en/comedy/boyfriend-of-the-dead/list?title_no=1102,"July 13, 2017",Ongoing,https://static.wikia.nocookie.net/webtoon/images/a/a1/Boyfriend_of_the_Dead.png/revision/latest/scale-to-width-down/350?cb=20190712064148
Space Boy,Stephen McCranie,9.83 / 10,https://www.webtoons.com/en/sf/space-boy/list?title_no=400,"March 5, 2015",Ongoing,https://static.wikia.nocookie.net/webtoon/images/d/dc/Space_Boy.png/revision/latest/scale-to-width-down/350?cb=20210103042317
Edith,Swansgarden,9.73 / 10,https://www.webtoons.com/en/romance/edith/list?title_no=1536,"February 10, 2019 (Originals)June 11, 2018 (Canvas)",Hiatus,https://static.wikia.nocookie.net/webtoon/images/0/09/Edith.png/revision/latest/scale-to-width-down/350?cb=20210102045152
Watermelon,Rorita,9.79 / 10,https://www.webtoons.com/en/fantasy/watermelon/list?title_no=1435,"August 13, 2018",Hiatus,https://static.wikia.nocookie.net/webtoon/images/0/06/Watermelon.png/revision/latest/scale-to-width-down/350?cb=20210412022719
In the Bleak Midwinter;,KatAli,9.76 / 10,https://www.webtoons.com/en/sf/in-the-bleak-midwinter/list?title_no=1946,"March 24, 2020",Ongoing,https://static.wikia.nocookie.net/webtoon/images/e/e3/In_the_Bleak_Midwinter%3B_S2.jpg/revision/latest/scale-to-width-down/350?cb=20230116055723
Unlovable Replacement,Nylana,9.74 / 10,https://www.webtoons.com/en/romance/unlovable-replacement/list?title_no=1762,"October 31, 2019",Hiatus,https://static.wikia.nocookie.net/webtoon/images/8/8e/Unlovable_Replacement.png/revision/latest?cb=20210103042336
Luggage,zealforart,8.39 / 10,https://www.webtoons.com/en/fantasy/luggage/list?title_no=1642,"June 10, 2019",Hiatus,https://static.wikia.nocookie.net/webtoon/images/6/64/Luggage.png/revision/latest?cb=20210103012749
Version Day and Night,dewkneelight,9.55 / 10,https://www.webtoons.com/en/drama/version-day-and-night/list?title_no=1796,"November 14, 2019",Complete,https://static.wikia.nocookie.net/webtoon/images/1/13/Version_Day_and_Night.png/revision/latest?cb=20210103050225
#Blessed,Creator information not found,Rating information not found,English link not found,English release date not found,Status not found,
The Devil is a Handsome Man,Hellothisisangle,9.55 / 10,https://www.webtoons.com/en/drama/the-devil-is-a-handsome-man/list?title_no=1311,"February 14, 2018",Hiatus,https://static.wikia.nocookie.net/webtoon/images/9/9d/The_Devil_is_a_Handsome_Man.png/revision/latest/scale-to-width-down/350?cb=20210103021946
Lore Olympus,Rachel Smythe,9.65 / 10,https://www.webtoons.com/en/romance/lore-olympus/list?title_no=1320,"March 4, 2018",Ongoing,https://static.wikia.nocookie.net/webtoon/images/b/bc/Lore_Olympus.png/revision/latest/scale-to-width-down/350?cb=20210102054832
SubZero,Junepurrr,9.76 / 10,https://www.webtoons.com/en/romance/subzero/list?title_no=1468,"October 21, 2018",Ongoing,https://static.wikia.nocookie.net/webtoon/images/6/6a/SubZero.png/revision/latest/scale-to-width-down/350?cb=20210102051557
Suitor Armor,Purpah,9.75 / 10,https://www.webtoons.com/en/fantasy/suitor-armor/list?title_no=2159,"September 17, 2020 (Originals)August 12, 2019 (Canvas)",Ongoing,https://static.wikia.nocookie.net/webtoon/images/c/ca/Suitor_Armor_2.jpg/revision/latest/scale-to-width-down/350?cb=20230403013202
Cursed Princess Club,LambCat,9.80 / 10,https://www.webtoons.com/en/comedy/cursed-princess-club/list?title_no=1537,"February 24, 2019",Ongoing,https://static.wikia.nocookie.net/webtoon/images/a/ad/Cursed_Princess_Club.png/revision/latest?cb=20201023221653
My Gently Raised Beast,YeoseulkiEarly FlowerKim JunJunTeava,9.76 / 10,https://www.webtoons.com/en/romance/my-gently-raised-beast/list?title_no=2606,"April 17, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/6/65/My_Gently_Raised_Beast.png/revision/latest/scale-to-width-down/350?cb=20210702105659
Castle Swimmer,Wendy Lian Martin,9.84 / 10,https://www.webtoons.com/en/fantasy/castle-swimmer/list?title_no=1499,"January 5, 2019",Ongoing,https://static.wikia.nocookie.net/webtoon/images/c/c5/Castle_Swimmer.png/revision/latest/scale-to-width-down/350?cb=20210102054801
The God of High School,Yongje Park,9.71 / 10,https://www.webtoons.com/en/action/the-god-of-high-school/list?title_no=66,"June 30, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/c/c2/The_God_of_High_School.png/revision/latest/scale-to-width-down/350?cb=20210103050117
The Advanced Player ofthe Tutorial Tower,,,,,,
The First Night With the Duke,Hwang DoTolTeavaMSG,9.67 / 10,https://www.webtoons.com/en/fantasy/the-first-night-with-the-duke/list?title_no=1267,"November 16, 2020",Complete,https://static.wikia.nocookie.net/webtoon/images/2/2b/The_First_Night_With_the_Duke.png/revision/latest/scale-to-width-down/350?cb=20201118045800
Tricked into Becoming the Heroine's Stepmother,HARIHEENMOKGAMGI,9.70 / 10,https://www.webtoons.com/en/fantasy/the-wicked-heroines-stepmother/list?title_no=3039,"July 18, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/b/b6/Tricked_into_Becoming_the_Heroine%27s_Stepmother.png/revision/latest/scale-to-width-down/350?cb=20210722080602
Omniscient Reader,sing N song / UMI / Sleepy-C,9.90 / 10,https://www.webtoons.com/en/action/omniscient-reader/list?title_no=2154,"August 18, 2020",Ongoing,https://static.wikia.nocookie.net/webtoon/images/3/3b/Omniscient_Reader_Icon_2.jpg/revision/latest/scale-to-width-down/350?cb=20230525011731
Jungle Juice,HYEONG EUNJUDER,9.80 / 10,https://www.webtoons.com/en/action/jungle-juice/list?title_no=2480,"February 22, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/0/00/Jungle_Juice.png/revision/latest/scale-to-width-down/350?cb=20210223030330
Villain to Kill,FupinEunji,9.76 / 10,https://www.webtoons.com/en/action/villain-to-kill/list?title_no=2857,"June 21, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/5/5e/Villain_to_Kill.png/revision/latest/scale-to-width-down/350?cb=20210725063016
Like Wind on a Dry Branch,DalsaeowlHwaeum,9.76 / 10,https://www.webtoons.com/en/fantasy/like-wind-on-a-dry-branch/list?title_no=2405,"January 16, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/0/01/Like_Wind_on_a_Dry_Branch.png/revision/latest/scale-to-width-down/350?cb=20210119024919
See You in My 19th Life,Lee Hey,9.87 / 10,https://www.webtoons.com/en/romance/see-you-in-my-19th-life/list?title_no=1266,"December 17, 2020",Complete,https://static.wikia.nocookie.net/webtoon/images/5/57/See_You_in_My_19th_Life.png/revision/latest/scale-to-width-down/350?cb=20210103042305
Men of the Harem,AlphatartHereLeeYeongbin,9.64 / 10,https://www.webtoons.com/en/fantasy/men-of-the-harem/list?title_no=2443,"February 5, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/e/e0/Men_of_the_Harem.png/revision/latest/scale-to-width-down/350?cb=20210206025424
Doom Breaker,Blue-Deep,9.81 / 10,https://www.webtoons.com/en/action/doom-breaker/list?title_no=3197,"August 6, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/8/8f/Doom_Breaker.png/revision/latest/scale-to-width-down/350?cb=20210807030824
Tower of God,Lee Jong Hui (SIU),9.86 / 10,https://www.webtoons.com/en/fantasy/tower-of-god/list?title_no=95,"June 30, 2014",Ongoing,https://static.wikia.nocookie.net/webtoon/images/1/1e/Tower_of_God_3.png/revision/latest?cb=20210102051727
Eleceed,Jeho SonZHENA,9.94 / 10,https://www.webtoons.com/en/action/eleceed/list?title_no=1571,"May 6, 2019",Ongoing,https://static.wikia.nocookie.net/webtoon/images/1/12/Eleceed.png/revision/latest/scale-to-width-down/350?cb=20210103012708
The Newlywed Diaryof a Witch and a Dragon,,,,,,
The Princess's Jewels,JYUNHong Cha,8.56 / 10,https://www.webtoons.com/en/fantasy/the-princesss-jewels/list?title_no=2966,"July 14, 2021",Hiatus,https://static.wikia.nocookie.net/webtoon/images/5/5d/The_Princess%27s_Jewels.png/revision/latest/scale-to-width-down/350?cb=20210722110338
The Strongest Florist,Hyun hoo JooKumtata,9.88 / 10,https://www.webtoons.com/en/action/the-strongest-florist/list?title_no=2507,"March 12, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/0/0a/The_Strongest_Florist.png/revision/latest/scale-to-width-down/350?cb=20210313050659
His Majesty's Proposal,BloomyINUSSeunghyun Cha,9.30 / 10,https://www.webtoons.com/en/fantasy/his-majestys-proposal/list?title_no=2674,"May 7, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/d/df/His_Majesty%27s_Proposal.png/revision/latest?cb=20210509171529
Hardcore Leveling Warrior,Sehoon Kim,9.77 / 10,https://www.webtoons.com/en/action/hardcore-leveling-warrior/list?title_no=1221,"November 7, 2017",Complete,https://static.wikia.nocookie.net/webtoon/images/d/db/Hardcore_Leveling_Warrior_LINE_WEBTOON_Icon.png/revision/latest?cb=20220513101905
Dungeons & Artifacts,ZerowaterUMKY,9.54 / 10,https://www.webtoons.com/en/action/dungeons-and-artifacts/list?title_no=2575,"April 11, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/7/7c/Dungeons_%26_Artifacts.png/revision/latest?cb=20210412015013
Act Like You Love Me!,Xuann,9.75 / 10,https://www.webtoons.com/en/romance/act-like-you-love-me/list?title_no=2521,"March 10, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/f/fc/Act_Like_You_Love_Me%21.png/revision/latest/scale-to-width-down/350?cb=20210311033008
Hero Killer,KkulbeolBeolkkul,9.77 / 10,https://www.webtoons.com/en/action/hero-killer/list?title_no=2745,"May 10, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/0/0c/Hero_Killer.png/revision/latest/scale-to-width-down/350?cb=20210725133145
The Wrath & the Dawn,Renée AhdiehSilvesterVitaleStephen Lamm,9.55 / 10,https://www.webtoons.com/en/fantasy/the-wrath-and-the-dawn/list?title_no=1772,"November 4, 2019",Complete,https://static.wikia.nocookie.net/webtoon/images/5/56/The_Wrath_%26_the_Dawn.png/revision/latest?cb=20210207234529
There Must Be Happy Endings,JaerimBulsaFlada,9.64 / 10,https://www.webtoons.com/en/romance/there-must-be-happy-endings/list?title_no=3065,"July 17, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/3/34/There_Must_Be_Happy_Endings.png/revision/latest/scale-to-width-down/350?cb=20210718062527
The Witch and The Bull,Moonsia,9.77 / 10,https://www.webtoons.com/en/fantasy/the-witch-and-the-bull/list?title_no=1892,"January 30, 2020",Ongoing,https://static.wikia.nocookie.net/webtoon/images/d/de/The_Witch_and_The_Bull.png/revision/latest?cb=20210103042330
