Name,Creator,Rating,English_Link,English_Release_Date,Status,Image_URL
Magician,Serae Kim,9.70 / 10,http://www.webtoons.com/episodeList?titleNo=70,"June 30, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/c/ca/Magician.png/revision/latest?cb=20201102035225
Spirits,Joseph GrabowskiColin Lawler,9.16 / 10,https://www.webtoons.com/en/fantasy/spirits-re/list?title_no=1348,"April 5, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/3/34/Spirits.png/revision/latest?cb=20201113022446
Aura from Another Planet,Kyusam Kim,9.24 / 10,https://www.webtoons.com/en/comedy/aura-from-another-planet/list?title_no=369,"December 23, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/3/32/Aura_from_Another_Planet.jpg/revision/latest/scale-to-width-down/350?cb=20201104050334
Inarime,Maria RiccioTommaso Bennato,8.84 / 10,https://www.webtoons.com/en/super-hero/inarime/list?title_no=675,"May 20, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/4/44/Inarime.png/revision/latest?cb=20210402001951
Cyberbunk,Bradley MasonSCE,8.61 / 10,https://www.webtoons.com/en/sf/cyberbunk/list?title_no=466,"May 5, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/d/d7/Cyberbunk.png/revision/latest?cb=20201118025433
Acursian,John BarrowmanCarole BarrowmanErika Lewis,7.26 / 10,https://www.webtoons.com/en/supernatural/acursian/list?title_no=1452,"September 13, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/f/f6/Acursian.png/revision/latest?cb=20201103035334
Unlucky is as Lucky does,M. Nires,9.67 / 10,https://www.webtoons.com/en/comedy/unlucky-is-as-lucky-does/list?title_no=1554,"March 5, 2019",Complete,https://static.wikia.nocookie.net/webtoon/images/a/a0/Unlucky_is_as_Lucky_does.png/revision/latest?cb=20210103004856
Little Matcha Girl,mame ´･ω･`,9.76 / 10,https://www.webtoons.com/en/fantasy/little-matcha-girl/list?title_no=1665,"July 8, 2019",Ongoing,https://static.wikia.nocookie.net/webtoon/images/4/49/Little_Matcha_Girl.png/revision/latest?cb=20210103012736
Deor,J.oori,9.65 / 10,https://www.webtoons.com/en/fantasy/deor/list?title_no=1663,"July 5, 2019",Complete,https://static.wikia.nocookie.net/webtoon/images/b/b4/Deor.png/revision/latest?cb=20210103004551
EMPYREA,OHKATES,9.75 / 10,https://www.webtoons.com/en/fantasy/empyrea/list?title_no=1407,"June 24, 2018",Hiatus,https://static.wikia.nocookie.net/webtoon/images/f/f7/EMPYREA.png/revision/latest?cb=20210102050112
Skye,Cynthia J.S.,9.63 / 10,https://www.webtoons.com/en/fantasy/skye/list?title_no=2234,"September 28, 2020",Ongoing,https://static.wikia.nocookie.net/webtoon/images/a/ae/Skye.png/revision/latest?cb=20210103012859
The Red King,Heylenne,9.76 / 10,https://www.webtoons.com/en/supernatural/the-red-king/list?title_no=1687,"July 24, 2019",Ongoing,https://static.wikia.nocookie.net/webtoon/images/5/5b/The_Red_King.png/revision/latest?cb=20210103042323
Lalin's Curse,Isakytm,9.87 / 10,https://www.webtoons.com/en/supernatural/lalins-curse/list?title_no=1601,"April 17, 2019",Hiatus,https://static.wikia.nocookie.net/webtoon/images/1/19/Lalin%E2%80%99s_Curse.png/revision/latest?cb=20210219034400
Batman: Wayne FamilyAdventures,,,,,,
Mage & Demon Queen,Color_LES,9.78 / 10,https://www.webtoons.com/en/comedy/mage-and-demon-queen/list?title_no=1438,"August 20, 2018",Status not found,https://static.wikia.nocookie.net/webtoon/images/3/32/Mage_%26_Demon_Queen.png/revision/latest?cb=20210103042241
My Giant Nerd Boyfriend,fishball,9.73 / 10,https://www.webtoons.com/en/slice-of-life/my-giant-nerd-boyfriend/list?title_no=958,"March 5, 2017",Ongoing,https://static.wikia.nocookie.net/webtoon/images/3/32/My_Giant_Nerd_Boyfriend.png/revision/latest?cb=20210102045304
Rooftops & Roommates,Zaanart,9.47 / 10,https://www.webtoons.com/en/comedy/rooftops-and-roommates/list?title_no=2576,"June 10, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/f/f2/Rooftops_%26_Roommates.png/revision/latest?cb=20220426003415
Your Smile is a Trap,AENGO,9.79 / 10,https://www.webtoons.com/en/romance/your-smile-is-a-trap/list?title_no=2052,"June 15, 2020",Hiatus,https://static.wikia.nocookie.net/webtoon/images/b/b0/Your_Smile_is_a_Trap.png/revision/latest/scale-to-width-down/350?cb=20210102045505
High Class Homos,Momozerii,9.41 / 10,https://www.webtoons.com/en/comedy/high-class-homos/list?title_no=2723,"September 15, 2021 (Original)September 13, 2019 (Canvas)October 25, 2018 (Instagram)",Hiatus,https://static.wikia.nocookie.net/webtoon/images/4/4d/High_Class_Homos.png/revision/latest?cb=20220426001531
Not So Shoujo Love Story,Curryuku,9.74 / 10,https://www.webtoons.com/en/comedy/not-so-shoujo-love-story/list?title_no=2189,"September 7, 2020 (Originals)May 6, 2018 (Canvas)",Ongoing,https://static.wikia.nocookie.net/webtoon/images/8/87/Not_So_Shoujo_Love_Story_S2.jpg/revision/latest/scale-to-width-down/350?cb=20230221023038
Romance 101,Namsoo,9.86 / 10,https://www.webtoons.com/en/romance/romance-101/list?title_no=2406,"January 29, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/1/1b/Romance_101.png/revision/latest/scale-to-width-down/350?cb=20210129034425
Adventures of God,TeoCorey,9.46 / 10,https://www.webtoons.com/en/comedy/adventures-of-god/list?title_no=853,"November 15, 2016",Ongoing,https://static.wikia.nocookie.net/webtoon/images/b/b4/Adventures_of_God.png/revision/latest/scale-to-width-down/350?cb=20210103004518
So I Married the Anti-Fan,Jaerim / Eunjeong Kim,9.47 / 10,https://www.webtoons.com/en/romance/so-i-married-the-antifan/list?title_no=2739,"May 13, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/9/93/So_I_Married_the_Anti-Fan.png/revision/latest/scale-to-width-down/350?cb=20210718055721
Bluechair,Shen,9.72 / 10,https://www.webtoons.com/en/slice-of-life/bluechair/list?title_no=199,"June 30, 2014",Ongoing,https://static.wikia.nocookie.net/webtoon/images/4/42/Bluechair.png/revision/latest/scale-to-width-down/350?cb=20210103004532
Daily JoJo,Donggeon Lee,9.67 / 10,https://www.webtoons.com/en/romance/daily-jojo/list?title_no=3335,"September 12, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/5/50/Daily_JoJo.png/revision/latest/scale-to-width-down/350?cb=20210913100427
My Younger Brother's Friend,Nimni,9.38 / 10,https://www.webtoons.com/en/romance/my-younger-brothers-friend/list?title_no=3163,"August 9, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/2/2f/My_Younger_Brother%27s_Friend.png/revision/latest/scale-to-width-down/350?cb=20210810082205
Live with Yourself!,ShenDavid Mercier,9.76 / 10,https://www.webtoons.com/en/comedy/live-with-yourself/list?title_no=919,"January 1, 2017",Ongoing,https://static.wikia.nocookie.net/webtoon/images/8/8b/Live_with_Yourself%21.png/revision/latest/scale-to-width-down/350?cb=20200428232204
Safely Endangered,Chris McCoy,9.56 / 10,https://www.webtoons.com/en/comedy/safely-endangered/list?title_no=352,"December 1, 2014",Ongoing,https://static.wikia.nocookie.net/webtoon/images/2/2e/Safely_Endangered.png/revision/latest?cb=20210102050204
Match Made in Hell,keitalia,9.47 / 10,https://www.webtoons.com/en/romance/match-made-in-hell/list?title_no=2741,"September 13, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/d/d7/Match_Made_in_Hell.png/revision/latest?cb=20220426020615
Andy Bass,KenneDuckGia,9.49 / 10,https://www.webtoons.com/en/comedy/andy-bass/list?title_no=2284,"October 22, 2020 (Originals)September 19, 2019 (Canvas)",Ongoing,https://static.wikia.nocookie.net/webtoon/images/a/ae/Andy_Bass.png/revision/latest?cb=20210103045852
Murrz,Murrz,9.66 / 10,https://www.webtoons.com/en/slice-of-life/murrz/list?title_no=1281,"January 11, 2018",Status not found,https://static.wikia.nocookie.net/webtoon/images/5/5f/Murrz.png/revision/latest?cb=20210103004816
The Build Up,911,9.78 / 10,https://www.webtoons.com/en/sports/the-build-up/list?title_no=2712,"May 9, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/6/61/The_Build_Up.png/revision/latest/scale-to-width-down/350?cb=20210726080514
Her Mannequin,ST,9.43 / 10,https://www.webtoons.com/en/romance/her-mannequin/list?title_no=2875,"June 14, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/7/7e/Her_Mannequin.png/revision/latest/scale-to-width-down/350?cb=20210725070321
The Hip Guy,HENIE,9.05 / 10,https://www.webtoons.com/en/comedy/the-hip-guy/list?title_no=2577,"April 12, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/1/11/The_Hip_Guy.png/revision/latest/scale-to-width-down/350?cb=20210506075525
CARL,Hussein Traboulsi,9.77 / 10,https://www.webtoons.com/en/slice-of-life/carl/list?title_no=1216,"November 6, 2017",Status not found,https://static.wikia.nocookie.net/webtoon/images/3/3c/CARL.png/revision/latest?cb=20201114035110
Gecko Chan,Meritxell Garcia,9.20 / 10,https://www.webtoons.com/en/comedy/gecko-chan/list?title_no=2717,"June 13, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/f/f0/Gecko_Chan.png/revision/latest?cb=20220425233952
CinnamonRoll,RE ME,8.75 / 10,https://www.webtoons.com/en/romance/cinnamonroll/list?title_no=2226,"September 11, 2020",Ongoing,https://static.wikia.nocookie.net/webtoon/images/4/42/CinnamonRoll.png/revision/latest?cb=20210103004538
Deadlove,GuyTeo,8.84 / 10,https://www.webtoons.com/en/slice-of-life/deadlove/list?title_no=2460,"February 9, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/6/6e/Deadlove.png/revision/latest?cb=20210210034912
Plum,samkimart,9.57 / 10,https://www.webtoons.com/en/sports/plum/list?title_no=1605,"April 21, 2019",Ongoing,https://static.wikia.nocookie.net/webtoon/images/e/e6/Plum.png/revision/latest?cb=20210102051234
Meow Rangers,AHNJOO,9.33 / 10,https://www.webtoons.com/en/comedy/meow-rangers/list?title_no=3273,"September 17, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/d/d3/Meow_Rangers.png/revision/latest/scale-to-width-down/350?cb=20210918033420
BOO! It's Sex,Danielle CorsettoMonica Gallagher,8.84 / 10,https://www.webtoons.com/en/slice-of-life/boo-its-sex/list?title_no=1413,"June 27, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/f/f1/Boo_IS-Webtoon.jpg/revision/latest/scale-to-width-down/350?cb=20181005212031
Toaster Dude,littleboblersoaporsalad,9.77 / 10,https://www.webtoons.com/en/comedy/toaster-dude/list?title_no=1983,"May 3, 2020 (Original)July 19, 2017 (Canvas)",Complete,https://static.wikia.nocookie.net/webtoon/images/3/31/Toaster_Dude_Featured.jpg/revision/latest/scale-to-width-down/350?cb=20200620230223
AXED,Shren PatelEmi MG,9.64 / 10,https://www.webtoons.com/en/comedy/axed/list?title_no=1558,"March 12, 2019 (Originals)June 15, 2018 (Canvas)",Complete,https://static.wikia.nocookie.net/webtoon/images/f/f9/AXED.png/revision/latest?cb=20210102053518
My Daughter is a Zombie,Yun-chang Lee,9.68 / 10,https://www.webtoons.com/en/comedy/my-daughter-is-a-zombie/list?title_no=2190,"September 27, 2020",Complete,https://static.wikia.nocookie.net/webtoon/images/7/77/My_Daughter_is_a_Zombie.jpg/revision/latest/scale-to-width-down/350?cb=20200928043354
Illustrated Internet,Dami Lee,9.04 / 10,https://www.webtoons.com/en/comedy/illustrated-internet/list?title_no=750,"September 6, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/7/73/Illustrated_Internet.png/revision/latest?cb=20210210003014
UndeadEd,Boredman,9.69 / 10,https://www.webtoons.com/en/romance/undeaded/list?title_no=468,"May 8, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/0/04/UndeadEd-webtoon-thumbnail.jpg/revision/latest?cb=20201202204422
Brutally Honest,Deya Muniz,9.48 / 10,https://www.webtoons.com/en/challenge/brutally-honest-/list?title_no=19879,"February 22, 2016",Ongoing,https://static.wikia.nocookie.net/webtoon/images/0/09/Brutally_Honest.png/revision/latest?cb=20210210014125
Matchmaker Hero,Madeline Ince,9.44 / 10,https://www.webtoons.com/en/sf/matchmaker-hero/list?title_no=1569,"March 4, 2019",Complete,https://static.wikia.nocookie.net/webtoon/images/b/b6/Matchmaker_Hero.png/revision/latest?cb=20201114023452
10th Dimension Boys,Cutbu,9.34 / 10,https://www.webtoons.com/en/comedy/10th-dimension-boys/list?title_no=71,"June 30, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/6/6a/10th_Dimension_Boys.png/revision/latest?cb=20210210012341
Saphie: The One-Eyed Cat,joho,9.80 / 10,https://www.webtoons.com/en/slice-of-life/saphie-one-eyed-cat/list?title_no=670,"May 13, 2016",Ongoing,https://static.wikia.nocookie.net/webtoon/images/d/d3/Saphie_The_One-Eyed_Cat.png/revision/latest/scale-to-width-down/350?cb=20210102060328
Meow Man,Olso,9.69 / 10,https://www.webtoons.com/en/comedy/meow-man/list?title_no=1677,"July 23, 2019",Complete,https://static.wikia.nocookie.net/webtoon/images/1/12/Meow_Man.png/revision/latest/scale-to-width-down/350?cb=20210103042248
My Name is Benny,Sokomin,9.72 / 10,https://www.webtoons.com/en/slice-of-life/my-name-is-benny/list?title_no=1279,"January 10, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/5/5e/Mynameisbenny.jpg/revision/latest/scale-to-width-down/350?cb=20180325160252
Library Ghost,Mikey Heller,8.77 / 10,https://www.webtoons.com/en/comedy/library-ghost/list?title_no=220,"July 18, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/9/91/Library_Ghost.png/revision/latest?cb=20210210165344
Waffles & Pancakes,DT Saranya,9.57 / 10,https://www.webtoons.com/en/slice-of-life/waffles-and-pancakes/list?title_no=1310,"February 13, 2018",Ongoing,https://static.wikia.nocookie.net/webtoon/images/4/47/Waffles_%26_Pancakes.png/revision/latest?cb=20210103004915
Lorna,Benji Nate,8.38 / 10,https://www.webtoons.com/en/slice-of-life/lorna/list?title_no=1284,"January 13, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/2/29/Lorna.png/revision/latest?cb=20201118024851
As Per Usual,Dami Lee,9.40 / 10,https://www.webtoons.com/en/slice-of-life/as-per-usual/list?title_no=599,"January 18, 2016",Ongoing,https://static.wikia.nocookie.net/webtoon/images/4/4b/As_Per_Usual.png/revision/latest?cb=20210102050837
A Budgie's Life,Muffin Girl,9.79 / 10,https://www.webtoons.com/en/slice-of-life/its-a-budgies-life/list?title_no=985,"April 1, 2017",Complete,https://static.wikia.nocookie.net/webtoon/images/1/17/A_Budgie%27s_Life.png/revision/latest?cb=20210210165245
HAPI BUNI,Ryan Pagelow,9.51 / 10,https://www.webtoons.com/en/comedy/hapi-buni/list?title_no=362,"December 7, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/0/0c/HAPI_BUNI.png/revision/latest?cb=20210210002159
Cat Loaf Adventures,kyutepastry,9.58 / 10,https://www.webtoons.com/en/slice-of-life/cat-loaf-adventures/list?title_no=1381,"May 12, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/3/3e/Cat_Loaf_Adventures.png/revision/latest?cb=20210210234837
dustinteractive,Dustin Rogers,9.36 / 10,https://www.webtoons.com/en/comedy/dustinteractive/list?title_no=907,"December 23, 2016",Ongoing,https://static.wikia.nocookie.net/webtoon/images/6/61/Dustinteractive.png/revision/latest?cb=20210102051125
Warning Label,Thomas F. Zahler,8.94 / 10,https://www.webtoons.com/en/romance/warning-label/list?title_no=1051,"June 7, 2017",Complete,https://static.wikia.nocookie.net/webtoon/images/1/11/Warning_Label.png/revision/latest?cb=20201118030046
How to Love,Dorris McComics,9.50 / 10,https://www.webtoons.com/en/slice-of-life/how-to-love/list?title_no=472,"May 14, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/a/a5/How_to_Love.png/revision/latest?cb=20210210234906
Girls Have a Blog,Sarah BollingerTara Kurtzhals,9.17 / 10,https://www.webtoons.com/en/slice-of-life/girls-have-a-blog/list?title_no=1052,"June 9, 2017",Complete,https://static.wikia.nocookie.net/webtoon/images/5/5d/Girls-Have-Blogs.jpg/revision/latest?cb=20181006011133
Moon You,Cho Seok,9.72 / 10,https://www.webtoons.com/en/sf/moonyou/list?title_no=1340,"March 20, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/e/e3/Moon_You.jpg/revision/latest/scale-to-width-down/350?cb=20181006014203
1111 Animals,1111,8.90 / 10,https://www.webtoons.com/en/comedy/1111-animals/list?title_no=437,"April 19, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/7/7e/1111_Animals.png/revision/latest?cb=20210210012926
Apocalyptic Horseplay,Boredman,9.72 / 10,https://www.webtoons.com/en/fantasy/apocalyptic-horseplay/list?title_no=635,"March 12, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/8/84/Apocalyptic_Horseplay_Icon.png/revision/latest/scale-to-width-down/350?cb=20180714055121
Behind the GIFs,AC StuartKat Swenski,9.49 / 10,https://www.webtoons.com/en/comedy/behind-the-gifs/list?title_no=658,"May 2, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/6/69/Behind_the_gif.jpg/revision/latest/scale-to-width-down/350?cb=20181209153550
MercWorks,David Mercier,9.13 / 10,https://www.webtoons.com/en/slice-of-life/mercworks/list?title_no=426,"April 16, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/c/c8/MercWorks.png/revision/latest?cb=20210210165355
Illusions of Adulting,Sara Zimmerman,5.94 / 10,https://www.webtoons.com/en/slice-of-life/illusions-of-adulting/list?title_no=922,"February 12, 2017",Complete,https://static.wikia.nocookie.net/webtoon/images/2/23/Illusions_of_Adulting.png/revision/latest?cb=20210210234913
I Don't Want This Kind of Hero,samchon,9.75 / 10,https://www.webtoons.com/en/super-hero/i-dont-want-this-kind-of-hero/list?title_no=98,"June 30, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/3/3b/I_Don%27t_Want_This_Kind_of_Hero.jpg/revision/latest/scale-to-width-down/350?cb=20200624091415
National Dog Day 2016,Various artists,9.55 / 10,https://www.webtoons.com/en/slice-of-life/national-dog-day/list?title_no=747,"August 25, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/f/ff/National_Dog_Day_2016.png/revision/latest?cb=20210211232443
The Gentleman's Armchair,Wes,8.90 / 10,https://www.webtoons.com/en/comedy/the-gentlemans-armchair/list?title_no=469,"May 13, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/e/e8/The_Gentleman%27s_Armchair.png/revision/latest?cb=20210210011022
3-Second Strip,BAE jin soo,8.50 / 10,https://www.webtoons.com/en/comedy/3-second-strip/list?title_no=380,"January 18, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/5/5a/3-Second_Strip.png/revision/latest?cb=20210210013615
The Sound of Your Heart,Cho Seok,9.57 / 10,https://www.webtoons.com/en/comedy/the-sound-of-your-heart/list?title_no=269,"August 5, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/8/8d/The_Sound_of_Your_Heart.png/revision/latest/scale-to-width-down/350?cb=20210126050404
Up and Out,Julia Kaye,8.88 / 10,https://www.webtoons.com/en/slice-of-life/up-and-out/list?title_no=488,"June 15, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/a/ab/Up_and_Out.png/revision/latest?cb=20210402003408
Trash Bird,Reza Farazmand,9.54 / 10,https://www.webtoons.com/en/comedy/trash-bird/list?title_no=473,"May 11, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/6/6f/Trash_Bird.png/revision/latest?cb=20201118014744
Skate!!! Fire 100,MallowbooDiggymungo,9.61 / 10,https://www.webtoons.com/en/sports/skate-fire-100/list?title_no=1674,"July 19, 2019",Complete,https://static.wikia.nocookie.net/webtoon/images/2/2b/Skate_Fire_100.png/revision/latest?cb=20210103173326
Cluster Fudge,John McNamee,8.53 / 10,https://www.webtoons.com/en/slice-of-life/cluster-fudge/list?title_no=355,"December 3, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/8/8f/Cluster_Fudge.png/revision/latest?cb=20210210234844
Doodle for Food,Megan McKay,9.45 / 10,https://www.webtoons.com/en/slice-of-life/doodle-for-food/list?title_no=487,"June 11, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/2/20/Doodle_for_Food.png/revision/latest?cb=20210210234851
MOONBEARD,James Squires,9.26 / 10,https://www.webtoons.com/en/comedy/moon-beard/list?title_no=471,"May 19, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/f/fa/MOONBEARD.png/revision/latest?cb=20210210003456
Polidiocy,Eric MahoneyTom AkelRyan Dunlavey,7.22 / 10,https://www.webtoons.com/en/comedy/polidiocy/list?title_no=676,"June 29, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/f/fb/Polidiocy.png/revision/latest?cb=20201118041255
RANDOMPHILIA,Devin Bosco Le,9.41 / 10,https://www.webtoons.com/en/comedy/randomphilia/list?title_no=386,"February 10, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/5/5e/RANDOMPHILIA.png/revision/latest?cb=20210210010013
Eat Fighter,Crystal SkillmanFred Van LenteFernando Pinto,5.51 / 10,https://www.webtoons.com/en/sports/eat-fighter/list?title_no=1460&page=1,"October 5, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/c/c1/Eat_Fighter.png/revision/latest?cb=20201115155839
Lars,The Awkward Yeti,8.52 / 10,https://www.webtoons.com/en/slice-of-life/lars/list?title_no=358,"December 4, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/6/66/Lars.png/revision/latest?cb=20210211232348
A Bittersweet Life,Donggeon Lee,9.32 / 10,https://www.webtoons.com/en/slice-of-life/a-bittersweet-life/list?title_no=294,"September 27, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/0/07/A_Bittersweet_Life.png/revision/latest/scale-to-width-down/350?cb=20210217034558
New Life Project,Cherng,8.37 / 10,https://www.webtoons.com/en/comedy/new-life-project/list?title_no=279,"August 18, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/d/de/New_Life_Project.png/revision/latest?cb=20201113034135
Average Adventures of an Average Girl,lallirrr,9.27 / 10,https://www.webtoons.com/en/slice-of-life/average-adventures-of-an-average-girl/list?title_no=401,"March 8, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/3/35/Average_Adventures_of_an_Average_Girl.png/revision/latest?cb=20210210233610
Tickle Town,ArdtronGNICE,6.59 / 10,https://www.webtoons.com/en/comedy/tickle-town/list?title_no=428,"April 15, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/7/7b/Tickle_Town.png/revision/latest?cb=20210210165531
Epic V,ArdtronGNICE,5.78 / 10,https://www.webtoons.com/en/comedy/epic-v/list?title_no=353,"December 2, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/9/9b/Epic_V.png/revision/latest?cb=20210210015600
The DaneMen,David Danemen,9.07 / 10,https://www.webtoons.com/en/comedy/the-danemen/list?title_no=395,"March 2, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/c/ce/The_DaneMen.png/revision/latest?cb=20210210165500
Lunarbaboon,Lunarbaboon,9.67 / 10,https://www.webtoons.com/en/slice-of-life/lunarbaboon/list?title_no=523,"August 14, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/2/2e/Lunarbaboon.png/revision/latest?cb=20210125040121
Pigminted,Le Brown,8.74 / 10,https://www.webtoons.com/en/slice-of-life/pigminted/list?title_no=482,"June 9, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/e/e8/Pigminted.png/revision/latest?cb=20210213021056
BuzzFeed Comics,,,,,,
Cyko-KO,Robert Feldman,7.37 / 10,https://www.webtoons.com/en/super-hero/cyko-ko/list?title_no=560,"October 22, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/9/9b/Cyko-KO.png/revision/latest?cb=20210402000514
Nicholalala,Nicholalala,8.99 / 10,https://www.webtoons.com/en/slice-of-life/nicholalala/list?title_no=418,"April 7, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/c/ca/Nicholalala.png/revision/latest?cb=20210211232451
My Dictator Boyfriend,TeoGuy,9.06 / 10,https://www.webtoons.com/en/comedy/my-dictator-boyfriend/list?title_no=1391,"May 16, 2018",Ongoing,https://static.wikia.nocookie.net/webtoon/images/3/3a/My_Dictator_Boyfriend.png/revision/latest?cb=20210102053634
Love Advice from the Great Duke of Hell,unfins,9.83 / 10,https://www.webtoons.com/en/comedy/love-advice/list?title_no=1498,"December 16, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/c/cb/Love_Advice_from_the_Great_Duke_of_Hell.png/revision/latest?cb=20210103050000
The Boxer,JH,9.86 / 10,https://www.webtoons.com/en/action/the-boxer/list?title_no=2027,"May 28, 2020",Complete,https://static.wikia.nocookie.net/webtoon/images/d/d5/The_Boxer.png/revision/latest/scale-to-width-down/345?cb=20210102045050
The Gamer,Sangyoung SeongSang-A,9.63 / 10,https://www.webtoons.com/en/action/the-gamer/list?title_no=88,"July 1, 2014",Hiatus,https://static.wikia.nocookie.net/webtoon/images/6/69/The_Gamer.png/revision/latest/scale-to-width-down/350?cb=20210103050111
Return of the Blossoming Blade,LICOBiga,9.89 / 10,https://www.webtoons.com/en/action/return-of-the-blossoming-blade/list?title_no=2849,"June 17, 2021",Hiatus,https://static.wikia.nocookie.net/webtoon/images/c/c5/Return_of_the_Blossoming_Blade.png/revision/latest/scale-to-width-down/350?cb=20210725092716
Blood-Ink,Lupicut,9.65 / 10,https://www.webtoons.com/en/action/blood-ink/list?title_no=1490,"December 1, 2018",Ongoing,https://static.wikia.nocookie.net/webtoon/images/5/5b/Blood-Ink_2.jpg/revision/latest/scale-to-width-down/350?cb=20230116060713
Wind Breaker,Yongseok Jo,9.86 / 10,https://www.webtoons.com/en/sports/wind-breaker/list?title_no=372,"December 29, 2014",Ongoing,https://static.wikia.nocookie.net/webtoon/images/5/5d/Wind_Breaker.png/revision/latest?cb=20210102050523
TACIT,KimDazzi,9.69 / 10,https://www.webtoons.com/en/action/tacit/list?title_no=3178,"August 12, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/c/cf/TACIT.png/revision/latest/scale-to-width-down/350?cb=20210813032705
No Scope,ZOYANG,9.79 / 10,https://www.webtoons.com/en/sports/no-scope/list?title_no=1572,"May 17, 2019",Ongoing,https://static.wikia.nocookie.net/webtoon/images/c/c8/No_Scope.png/revision/latest?cb=20210103050038
Room of Swords,Toonimated,9.81 / 10,https://www.webtoons.com/en/sf/room-of-swords/list?title_no=1261,"December 18, 2017",Status not found,https://static.wikia.nocookie.net/webtoon/images/9/9b/Room_of_Swords.png/revision/latest?cb=20210102050015
SAMADHI,LEE WONSIKGGULCHAN,9.55 / 10,https://www.webtoons.com/en/super-hero/samadhi/list?title_no=3049,"July 10, 2021",Status not found,https://static.wikia.nocookie.net/webtoon/images/e/e6/SAMADHI.png/revision/latest/scale-to-width-down/350?cb=20210725055125
Hanlim Gym,HyeseongSukjae Lee,9.38 / 10,https://www.webtoons.com/en/sports/hanlim-gym/list?title_no=2850,"June 19, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/3/3e/Hanlim_Gym.png/revision/latest/scale-to-width-down/350?cb=20210712132125
The Eagle and the Snake,Angel Tovar,9.64 / 10,https://www.webtoons.com/en/action/the-eagle-and-the-snake/list?title_no=2819,"September 12, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/3/32/The_Eagle_and_the_Snake.png/revision/latest?cb=20220426011551
