Icon URL,English Webtoon,Korean Naver,Creator,Rating,Genre,English Release,Korean Release,Status
https://static.wikia.nocookie.net/webtoon/images/b/b2/Serena.png/revision/latest/scale-to-width-down/350?cb=20230105043244,,,,,,,,
